"Código","Escala_Cog.","Escala_Mot.","Escala_Dis.","Edad_Mes","Región","Área","Modalidad","Departamento","Quintil","Inst_Mat.","Inst_Pat.","Inst_Pre_N3"
2270,128,36,35,64,"Costa","Urbana","Jardín","Piura","5","Secundaria completo","Secundaria completo","Sí"
609,65,24,17,62,"Sierra","Rural","Jardín","Cusco","4","Secundaria incompleto","Secundaria completo","No"
3136,93,28,22,65,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
3418,109,29,20,66,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico completo","Superior técnico completo","NS/NR"
1245,106,26,26,63,"Selva","Rural","Jardín","Loreto","4","Primaria completo","Primaria completo","Sí"
2506,99,26,27,64,"Costa","Urbana","Jardín","Piura","1","Primaria incompleto","Primaria completo","No"
3256,144,32,30,74,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
832,70,33,22,74,"Sierra","Urbana","Jardín","Cusco","5","Secundaria incompleto","Secundaria completo","Sí"
399,87,24,22,64,"Costa","Urbana","Jardín","Piura","3","Superior técnico incompleto","Secundaria completo","NS/NR"
1475,70,23,24,63,"Selva","Urbana","Jardín","Loreto","4","Primaria completo","Secundaria completo","No"
1222,73,29,23,62,"Sierra","Rural","Jardín","Cusco","2","Superior técnico completo","Superior técnico completo","Sí"
2524,81,33,25,64,"Sierra","Rural","Jardín","Piura","1","Primaria completo","Primaria incompleto","NS/NR"
2411,83,27,26,64,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Primaria completo","No"
3365,153,36,28,66,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico completo","Superior técnico completo","No"
1320,62,23,27,75,"Selva","Urbana","Jardín","Loreto","4","Secundaria incompleto","Secundaria completo","No"
2573,114,29,30,63,"Selva","Rural","Jardín","Loreto","4","Primaria completo","Primaria completo","No"
398,72,21,18,64,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","NS/NR"
1454,62,25,19,62,"Selva","Urbana","Jardín","Cusco","3","Secundaria completo","Secundaria completo","No"
284,79,24,28,62,"Selva","Rural","Jardín","Cusco","4","Superior técnico completo","Superior técnico completo","No"
280,90,23,24,64,"Costa","Urbana","Jardín","Piura","3","Superior técnico completo","Secundaria completo","NS/NR"
2401,83,29,27,64,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Primaria completo","No"
1031,87,24,23,62,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico incompleto","Superior técnico completo","NS/NR"
3157,102,32,31,72,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
1119,51,13,16,62,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Superior técnico completo","Superior técnico completo","Sí"
948,98,29,32,64,"Costa","Urbana","Jardín","Piura","4","Primaria completo","Secundaria completo","No"
3477,82,21,17,66,"Costa","Urbana","Jardín","Lima Met.","4","Ninguno","Ninguno","NS/NR"
258,57,19,21,63,"Costa","Rural","Jardín","Piura","3","Primaria completo","Secundaria incompleto","No"
928,54,19,18,62,"Sierra","Urbana","Jardín","Cusco","5","Superior universitario completo","Superior universitario completo","No"
359,78,17,19,62,"Selva","Rural","Jardín","Cusco","4","Secundaria incompleto","Secundaria incompleto","Sí"
2404,81,26,24,63,"Costa","Urbana","Jardín","Piura","3","Primaria completo","Secundaria completo","No"
1360,67,19,21,64,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
1041,92,31,27,63,"Costa","Urbana","Jardín","Piura","4","Primaria completo","Primaria completo","No"
3271,100,21,22,65,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
3158,135,34,31,73,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico incompleto","Superior técnico incompleto","No"
819,98,32,24,62,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico completo","Superior técnico incompleto","No"
1023,69,24,23,62,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico completo","Superior universitario completo","NS/NR"
3305,77,23,24,65,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
216,79,23,25,63,"Costa","Urbana","Jardín","Piura","5","Superior universitario completo","Posgrado (maestría, doctorado)","No"
1107,42,13,12,62,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Superior técnico incompleto","Secundaria completo","No"
3340,86,24,22,65,"Costa","Urbana","Jardín","Lima Met.","4","Ninguno","Ninguno","NS/NR"
298,83,25,29,61,"Selva","Rural","Jardín","Cusco","4","Superior universitario completo","Superior universitario completo","No"
2252,83,24,27,64,"Costa","Urbana","Jardín","Piura","5","Superior universitario completo","Superior universitario incompleto","No"
2350,59,25,18,64,"Costa","Urbana","Jardín","Piura","3","Secundaria incompleto","Secundaria completo","No"
815,63,20,20,62,"Sierra","Urbana","Jardín","Cusco","5","Secundaria completo","Secundaria completo","No"
393,61,24,23,63,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","NS/NR"
290,56,23,27,62,"Selva","Rural","Jardín","Cusco","4","Secundaria completo","Secundaria completo","No"
291,48,20,22,62,"Selva","Rural","Jardín","Cusco","4","Secundaria completo","Secundaria completo","No"
2392,110,32,27,64,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
3188,156,36,30,75,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico completo","Superior técnico completo","No"
3378,54,18,12,66,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
2261,74,25,23,64,"Costa","Urbana","Jardín","Piura","5","Secundaria completo","Secundaria completo","No"
292,66,22,25,61,"Selva","Rural","Jardín","Cusco","4","Secundaria completo","Secundaria completo","No"
915,68,22,19,61,"Sierra","Urbana","Jardín","Cusco","5","Secundaria completo","Secundaria completo","No"
916,74,19,18,61,"Sierra","Urbana","Jardín","Cusco","5","Secundaria completo","Secundaria completo","No"
622,73,18,20,64,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","NS/NR"
773,92,25,25,62,"Selva","Urbana","Jardín","Loreto","3","Secundaria completo","Superior universitario incompleto","No"
1302,70,21,30,63,"Selva","Urbana","Jardín","Loreto","4","Secundaria incompleto","Secundaria completo","No"
724,110,33,28,62,"Selva","Urbana","Jardín","Loreto","4","Secundaria completo","Secundaria completo","NS/NR"
1183,73,20,17,63,"Selva","Rural","Jardín","Loreto","5","Primaria incompleto","Primaria incompleto","No"
935,79,20,23,73,"Sierra","Urbana","Jardín","Cusco","5","Secundaria completo","Superior universitario completo","No"
3177,121,34,27,71,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria incompleto","Secundaria completo","No"
924,84,19,22,62,"Sierra","Urbana","Jardín","Cusco","5","Superior universitario completo","Superior universitario completo","No"
618,69,22,20,63,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","NS/NR"
1235,67,19,18,62,"Selva","Rural","Jardín","Loreto","4","Secundaria incompleto","Secundaria incompleto","Sí"
2560,112,27,23,63,"Costa","Urbana","Cuna-Jardín","Piura","4","Superior universitario incompleto","Superior universitario incompleto","NS/NR"
1865,77,31,24,63,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria completo","Primaria incompleto","NS/NR"
