Código,Escala_Cog.,Escala_Mot.,Escala_Dis.,Edad_Mes,Región,Modalidad,Departamento,Quintil,Inst_Mat.,Inst_Mat_N
3495,76,22,21,58,Costa,Jardín,Lima Met.,4,Secundaria completo,6
3286,65,15,17,58,Costa,Jardín,Lima Met.,4,Superior universitario incompleto,9
3395,143,24,31,58,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
2008,78,27,21,63,Selva,Jardín,Loreto,1,Primaria incompleto,3
2091,85,34,29,61,Selva,Jardín,Loreto,1,Secundaria incompleto,5
2107,73,30,24,61,Selva,Jardín,Loreto,1,Secundaria incompleto,5
2093,105,34,30,61,Selva,Jardín,Loreto,1,Secundaria incompleto,5
2101,69,29,18,60,Selva,Jardín,Loreto,1,Secundaria incompleto,5
2089,89,31,29,47,Selva,Jardín,Loreto,1,Secundaria incompleto,5
2094,79,29,29,59,Selva,Jardín,Loreto,1,Secundaria incompleto,5
2096,93,34,31,59,Selva,Jardín,Loreto,1,Secundaria incompleto,5
2106,58,22,18,58,Selva,Jardín,Loreto,1,Secundaria incompleto,5
1990,79,25,21,60,Selva,Jardín,Loreto,1,Primaria incompleto,3
349,68,15,20,54,Costa,Jardín,Piura,3,Secundaria completo,6
1167,69,20,23,59,Costa,Jardín,Piura,3,Ninguno,1
285,62,23,23,63,Selva,Jardín,Cusco,4,Secundaria completo,6
541,69,22,20,48,Sierra,Jardín,Cusco,3,Secundaria incompleto,5
553,129,36,34,60,Sierra,Jardín,Cusco,3,Secundaria completo,6
546,97,30,31,53,Sierra,Jardín,Cusco,3,Secundaria completo,6
543,70,22,21,53,Sierra,Jardín,Cusco,3,Secundaria completo,6
548,106,32,31,53,Sierra,Jardín,Cusco,3,Secundaria completo,6
538,57,19,19,51,Sierra,Jardín,Cusco,3,Secundaria incompleto,5
547,44,10,16,61,Sierra,Jardín,Cusco,3,Primaria completo,4
709,111,30,32,68,Selva,Jardín,Loreto,4,Secundaria completo,6
1404,58,25,27,55,Selva,Jardín,Loreto,4,Secundaria completo,6
53,61,23,26,56,Selva,Jardín,Cusco,4,Secundaria completo,6
1971,82,27,25,53,Selva,Jardín,Loreto,1,Inicial,2
2081,100,27,29,63,Selva,Jardín,Loreto,1,Secundaria incompleto,5
1440,63,23,19,71,Selva,Jardín,Cusco,3,Secundaria completo,6
990,78,27,29,66,Costa,Jardín,Piura,4,Secundaria completo,6
2617,106,34,31,72,Sierra,Jardín,Piura,1,Superior técnico completo,8
2360,125,32,34,77,Costa,Jardín,Piura,5,Superior técnico completo,8
1805,103,25,25,73,Selva,Jardín,Cusco,3,Primaria incompleto,3
1354,73,21,19,73,Selva,Jardín,Cusco,3,Secundaria incompleto,5
2398,124,34,33,75,Costa,Jardín,Piura,3,Secundaria completo,6
1394,92,29,24,73,Selva,Jardín,Cusco,3,Secundaria completo,6
3081,122,33,30,65,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
1002,56,17,18,73,Sierra,Jardín,Cusco,2,Secundaria incompleto,5
81,112,36,25,73,Sierra,Jardín,Cusco,5,Secundaria completo,6
1209,99,25,25,73,Selva,Jardín,Cusco,3,Secundaria completo,6
1113,46,15,18,73,Sierra,Cuna-Jardín,Cusco,2,Secundaria completo,6
356,79,20,21,74,Selva,Jardín,Cusco,4,Secundaria incompleto,5
2805,126,32,29,65,Costa,Jardín,Lima Met.,4,Secundaria completo,6
2594,41,23,12,75,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
1389,110,27,28,73,Selva,Jardín,Cusco,3,Superior universitario incompleto,9
2356,71,26,23,75,Costa,Jardín,Piura,3,Secundaria completo,6
771,93,19,22,74,Selva,Jardín,Loreto,3,Superior técnico incompleto,7
264,101,26,29,75,Costa,Jardín,Piura,3,Secundaria completo,6
826,80,26,21,73,Sierra,Jardín,Cusco,5,Superior técnico incompleto,7
954,86,27,30,75,Costa,Jardín,Piura,4,Secundaria incompleto,5
784,82,23,24,74,Selva,Jardín,Loreto,3,Secundaria incompleto,5
1117,65,17,21,73,Sierra,Cuna-Jardín,Cusco,2,Superior técnico completo,8
1135,151,33,35,73,Selva,Jardín,Cusco,3,Secundaria incompleto,5
2010,74,25,20,73,Selva,Jardín,Loreto,1,Primaria completo,4
2337,101,34,27,74,Costa,Jardín,Piura,3,Secundaria completo,6
289,72,24,27,73,Selva,Jardín,Cusco,4,Secundaria completo,6
32,116,27,28,73,Sierra,Jardín,Cusco,5,Superior universitario completo,10
704,141,33,32,73,Selva,Jardín,Loreto,4,Secundaria completo,6
1867,106,34,29,74,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
1309,124,29,33,73,Selva,Jardín,Loreto,4,Primaria completo,4
214,88,26,23,74,Costa,Jardín,Piura,5,Superior universitario completo,10
1313,61,20,29,74,Selva,Jardín,Loreto,4,Superior técnico incompleto,7
772,95,23,24,73,Selva,Jardín,Loreto,3,Superior técnico incompleto,7
1185,92,29,25,61,Selva,Jardín,Loreto,5,Superior técnico incompleto,7
1531,121,35,23,73,Selva,Jardín,Loreto,4,Superior técnico completo,8
927,92,19,24,73,Sierra,Jardín,Cusco,5,Superior universitario completo,10
1138,124,33,29,73,Selva,Jardín,Cusco,3,Primaria incompleto,3
2512,144,33,24,74,Costa,Jardín,Piura,1,Secundaria completo,6
1018,55,18,20,73,Sierra,Jardín,Cusco,5,Superior técnico completo,8
960,102,31,28,74,Costa,Jardín,Piura,4,Secundaria incompleto,5
226,74,23,22,74,Costa,Jardín,Piura,5,Superior universitario incompleto,9
2563,63,20,19,74,Costa,Cuna-Jardín,Piura,4,Secundaria incompleto,5
571,92,27,23,73,Sierra,Jardín,Cusco,3,Superior universitario completo,10
3406,78,29,17,76,Costa,Jardín,Lima Met.,4,Secundaria completo,6
2514,108,30,24,74,Costa,Jardín,Piura,1,Primaria incompleto,3
228,79,21,20,74,Costa,Jardín,Piura,5,Secundaria incompleto,5
413,108,28,21,74,Selva,No_Esc,Loreto,2,Primaria completo,4
3468,95,24,26,76,Costa,Jardín,Lima Met.,4,Secundaria completo,6
836,83,31,23,73,Sierra,Jardín,Cusco,5,Ninguno,1
1139,51,28,21,72,Selva,Jardín,Cusco,3,Primaria incompleto,3
936,83,22,24,72,Sierra,Jardín,Cusco,5,Secundaria completo,6
567,87,25,27,73,Sierra,Jardín,Cusco,3,Superior universitario completo,10
989,96,30,29,74,Costa,Jardín,Piura,4,Secundaria incompleto,5
2554,117,30,28,75,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
2562,136,34,33,74,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
92,147,36,30,73,Sierra,Jardín,Cusco,5,Superior universitario completo,10
1850,143,36,28,73,Selva,Jardín,Loreto,3,Secundaria incompleto,5
1382,84,23,21,72,Selva,Jardín,Cusco,3,Superior técnico incompleto,7
3274,108,32,23,76,Costa,Jardín,Lima Met.,4,Secundaria completo,6
2253,109,31,35,74,Costa,Jardín,Piura,5,Superior universitario incompleto,9
281,78,25,24,74,Costa,Jardín,Piura,3,Secundaria completo,6
2414,122,35,33,74,Costa,Jardín,Piura,3,Ninguno,1
257,119,26,30,74,Costa,Jardín,Piura,3,Primaria completo,4
2372,126,34,35,74,Costa,Jardín,Piura,5,Superior técnico completo,8
363,78,18,19,72,Selva,Jardín,Cusco,4,Secundaria completo,6
3150,86,35,31,76,Costa,Jardín,Lima Met.,4,Secundaria completo,6
983,69,25,23,74,Costa,Jardín,Piura,4,Primaria incompleto,3
2268,99,31,29,74,Costa,Jardín,Piura,5,Secundaria completo,6
982,72,26,24,74,Costa,Jardín,Piura,4,Primaria completo,4
2339,150,36,30,74,Costa,Jardín,Piura,3,Secundaria completo,6
2526,71,27,23,75,Sierra,Jardín,Piura,1,Secundaria incompleto,5
721,115,33,28,73,Selva,Jardín,Loreto,4,Secundaria completo,6
2605,105,21,31,74,Costa,Cuna-Jardín,Piura,4,Superior técnico completo,8
3428,93,24,21,76,Costa,Jardín,Lima Met.,4,Secundaria completo,6
1351,72,17,19,72,Selva,Jardín,Cusco,3,Secundaria completo,6
3359,123,27,25,76,Costa,Jardín,Lima Met.,4,Secundaria completo,6
2267,110,31,30,74,Costa,Jardín,Piura,5,Secundaria completo,6
2254,122,36,36,74,Costa,Jardín,Piura,5,Superior universitario completo,10
1015,101,26,30,72,Sierra,Jardín,Cusco,5,Superior universitario incompleto,9
705,128,32,32,73,Selva,Jardín,Loreto,4,Secundaria completo,6
1306,108,29,33,73,Selva,Jardín,Loreto,4,Secundaria incompleto,5
1350,97,26,27,72,Selva,Jardín,Cusco,3,Secundaria incompleto,5
820,114,32,24,72,Sierra,Jardín,Cusco,5,Superior técnico completo,8
2596,63,29,18,74,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
14,113,24,27,74,Sierra,Jardín,Piura,1,Secundaria completo,6
1030,92,24,23,72,Sierra,Jardín,Cusco,5,Superior técnico completo,8
921,114,25,25,73,Sierra,Jardín,Cusco,5,Superior técnico incompleto,7
3259,136,35,28,76,Costa,Jardín,Lima Met.,4,Secundaria completo,6
1184,69,22,20,73,Selva,Jardín,Loreto,5,Primaria completo,4
2399,110,32,32,74,Costa,Jardín,Piura,3,Secundaria completo,6
1310,79,29,32,73,Selva,Jardín,Loreto,4,Secundaria completo,6
1960,112,33,29,73,Selva,Jardín,Loreto,3,Primaria completo,4
1806,118,28,25,72,Selva,Jardín,Cusco,3,Primaria incompleto,3
1856,115,31,26,73,Selva,Jardín,Loreto,3,Primaria completo,4
3163,112,34,32,76,Costa,Jardín,Lima Met.,4,Secundaria completo,6
3013,140,36,32,76,Costa,Jardín,Lima Met.,4,Secundaria completo,6
626,72,20,23,74,Costa,Jardín,Piura,3,Secundaria completo,6
2518,109,30,21,74,Costa,Jardín,Piura,1,Secundaria completo,6
1476,81,28,26,73,Selva,Jardín,Loreto,4,Secundaria completo,6
3184,86,30,26,75,Costa,Jardín,Lima Met.,4,Secundaria completo,6
1371,123,33,31,74,Costa,Jardín,Piura,3,Secundaria completo,6
3437,109,32,25,75,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
1179,87,18,23,73,Selva,Jardín,Loreto,5,Secundaria completo,6
1038,79,22,28,74,Costa,Jardín,Piura,4,Secundaria incompleto,5
2377,121,32,34,74,Costa,Jardín,Piura,5,Superior técnico incompleto,7
3133,112,35,30,75,Costa,Jardín,Lima Met.,4,Secundaria completo,6
3167,78,32,21,76,Costa,Jardín,Lima Met.,4,Secundaria completo,6
831,94,26,21,72,Sierra,Jardín,Cusco,5,Superior técnico completo,8
391,96,22,23,74,Costa,Jardín,Piura,3,Secundaria completo,6
1359,112,32,30,74,Costa,Jardín,Piura,3,Secundaria completo,6
2391,133,33,32,74,Costa,Jardín,Piura,3,Primaria completo,4
1220,72,30,21,72,Sierra,Jardín,Cusco,2,Primaria incompleto,3
1365,94,29,29,74,Costa,Jardín,Piura,3,Secundaria completo,6
2259,81,24,24,73,Costa,Jardín,Piura,5,Primaria completo,4
576,76,21,23,72,Sierra,Jardín,Cusco,3,Secundaria completo,6
2358,118,32,35,74,Costa,Jardín,Piura,5,Superior técnico completo,8
997,63,22,17,71,Sierra,Jardín,Cusco,2,Primaria incompleto,3
1789,111,27,27,73,Selva,Jardín,Loreto,5,Secundaria completo,6
1021,79,25,23,72,Sierra,Jardín,Cusco,5,Superior técnico completo,8
1086,98,35,21,73,Sierra,Jardín,Piura,1,Secundaria completo,6
1480,87,28,26,74,Selva,Jardín,Loreto,4,Secundaria incompleto,5
1750,131,36,31,73,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
2602,98,31,24,74,Costa,Cuna-Jardín,Piura,4,"Posgrado (maestría, doctorado)",11
1854,122,30,29,73,Selva,Jardín,Loreto,3,Secundaria completo,6
2413,102,31,28,73,Costa,Jardín,Piura,3,Secundaria completo,6
834,105,32,26,72,Sierra,Jardín,Cusco,5,Secundaria completo,6
1013,95,30,28,72,Sierra,Jardín,Cusco,5,Superior técnico completo,8
1866,133,36,31,73,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
1782,93,32,26,72,Selva,Jardín,Loreto,5,Secundaria completo,6
1300,148,35,33,71,Selva,Jardín,Loreto,4,Secundaria completo,6
3285,108,30,22,75,Costa,Jardín,Lima Met.,4,Secundaria completo,6
2371,110,32,35,74,Costa,Jardín,Piura,5,Superior universitario incompleto,9
814,107,32,25,72,Sierra,Jardín,Cusco,5,Secundaria completo,6
1033,84,25,23,72,Sierra,Jardín,Cusco,5,Superior universitario completo,10
222,98,28,30,73,Costa,Jardín,Piura,5,Superior universitario completo,10
573,108,28,25,72,Sierra,Jardín,Cusco,3,Secundaria incompleto,5
1875,153,36,31,74,Costa,Cuna-Jardín,Piura,4,Superior técnico completo,8
1043,100,28,30,74,Costa,Jardín,Piura,4,Secundaria completo,6
2609,40,26,11,73,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
3254,91,27,22,68,Costa,Jardín,Lima Met.,4,Secundaria completo,6
2266,127,36,35,73,Costa,Jardín,Piura,5,Superior universitario completo,10
3311,99,22,23,75,Costa,Jardín,Lima Met.,4,Secundaria completo,6
2249,104,31,32,73,Costa,Jardín,Piura,5,Secundaria completo,6
1848,147,36,30,72,Selva,Jardín,Loreto,3,Primaria completo,4
3342,155,36,35,75,Costa,Jardín,Lima Met.,4,Superior universitario completo,10
1885,116,34,27,73,Costa,Cuna-Jardín,Piura,4,Primaria completo,4
2397,146,35,30,73,Costa,Jardín,Piura,3,Secundaria completo,6
2116,58,23,24,72,Selva,Jardín,Loreto,1,Secundaria incompleto,5
529,139,36,29,72,Selva,No_Esc,Loreto,2,Primaria completo,4
1483,86,28,26,72,Selva,Jardín,Loreto,4,Superior universitario completo,10
3110,91,31,21,75,Costa,Jardín,Lima Met.,4,Ninguno,1
229,100,30,31,73,Costa,Jardín,Piura,5,Superior universitario completo,10
266,65,20,22,73,Costa,Jardín,Piura,3,Secundaria completo,6
91,86,29,22,71,Sierra,Jardín,Cusco,5,Secundaria completo,6
223,106,28,31,73,Costa,Jardín,Piura,5,Superior técnico completo,8
66,103,26,25,71,Sierra,Jardín,Cusco,5,Superior técnico completo,8
1751,106,35,29,73,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
3101,114,30,29,76,Costa,Jardín,Lima Met.,4,Secundaria completo,6
263,70,20,27,73,Costa,Jardín,Piura,3,Secundaria incompleto,5
236,68,20,24,73,Costa,Jardín,Piura,5,Superior técnico incompleto,7
3449,99,27,16,75,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
267,108,28,31,74,Costa,Jardín,Piura,3,Secundaria completo,6
396,67,24,22,73,Costa,Jardín,Piura,3,Secundaria completo,6
2381,118,31,35,73,Costa,Jardín,Piura,5,Superior técnico incompleto,7
3280,102,32,22,75,Costa,Jardín,Lima Met.,4,Secundaria completo,6
774,85,28,26,72,Selva,Jardín,Loreto,3,Secundaria completo,6
3138,82,35,25,75,Costa,Jardín,Lima Met.,4,Secundaria completo,6
1022,83,25,23,71,Sierra,Jardín,Cusco,5,Superior técnico incompleto,7
1781,82,29,22,72,Selva,Jardín,Loreto,5,Secundaria incompleto,5
3339,156,36,33,74,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
3224,85,26,22,75,Costa,Jardín,Lima Met.,4,Secundaria completo,6
3192,112,31,26,69,Costa,Jardín,Lima Met.,4,Secundaria incompleto,5
2595,104,30,29,73,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
2146,83,26,23,71,Sierra,Jardín,Cusco,2,Secundaria completo,6
269,105,29,30,73,Costa,Jardín,Piura,3,Secundaria completo,6
2343,71,33,29,73,Costa,Jardín,Piura,3,Secundaria completo,6
3361,116,31,27,76,Costa,Jardín,Lima Met.,4,Secundaria incompleto,5
1246,111,29,31,72,Selva,Jardín,Loreto,4,Primaria completo,4
3288,140,33,27,76,Costa,Jardín,Lima Met.,4,Secundaria completo,6
357,80,23,19,72,Selva,Jardín,Cusco,4,Secundaria completo,6
3301,67,16,23,74,Costa,Jardín,Lima Met.,4,Secundaria completo,6
827,93,30,24,71,Sierra,Jardín,Cusco,5,Superior técnico completo,8
1249,125,34,34,72,Selva,Jardín,Loreto,4,Primaria completo,4
1450,69,23,18,71,Selva,Jardín,Cusco,3,Secundaria incompleto,5
297,65,24,24,71,Selva,Jardín,Cusco,4,Superior técnico incompleto,7
3015,99,31,25,68,Costa,Jardín,Lima Met.,4,Secundaria completo,6
268,110,28,31,72,Costa,Jardín,Piura,3,Secundaria completo,6
94,142,33,26,71,Sierra,Jardín,Cusco,5,Superior universitario completo,10
1248,128,34,27,72,Selva,Jardín,Loreto,4,Primaria completo,4
1879,110,34,27,73,Costa,Cuna-Jardín,Piura,4,Superior universitario completo,10
1314,142,35,34,72,Selva,Jardín,Loreto,4,Superior universitario completo,10
2393,128,31,32,72,Costa,Jardín,Piura,3,Secundaria completo,6
569,68,22,20,71,Sierra,Jardín,Cusco,3,Primaria incompleto,3
3338,156,36,29,74,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
3373,88,29,21,75,Costa,Jardín,Lima Met.,4,Secundaria completo,6
3239,155,36,34,74,Costa,Jardín,Lima Met.,4,Secundaria completo,6
2395,118,35,30,72,Costa,Jardín,Piura,3,Secundaria completo,6
503,96,19,24,71,Selva,No_Esc,Loreto,2,Primaria incompleto,3
643,67,24,25,73,Costa,Jardín,Piura,3,Secundaria completo,6
934,76,23,23,70,Sierra,Jardín,Cusco,5,Secundaria completo,6
2402,121,33,32,72,Costa,Jardín,Piura,3,Primaria completo,4
1247,75,22,19,71,Selva,Jardín,Loreto,4,Secundaria incompleto,5
273,111,24,24,72,Costa,Jardín,Piura,3,Secundaria completo,6
2600,72,28,13,72,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
2403,125,34,33,72,Costa,Jardín,Piura,3,Primaria completo,4
1851,139,36,31,72,Selva,Jardín,Loreto,3,Primaria completo,4
923,60,19,17,72,Sierra,Jardín,Cusco,5,Primaria completo,4
1434,74,24,20,71,Selva,Jardín,Cusco,3,Secundaria completo,6
1115,54,16,20,70,Sierra,Cuna-Jardín,Cusco,2,Superior técnico completo,8
1443,65,18,20,70,Selva,Jardín,Cusco,3,Superior técnico incompleto,7
2396,141,34,32,72,Costa,Jardín,Piura,3,Primaria completo,4
611,79,28,23,70,Sierra,Jardín,Cusco,4,Secundaria incompleto,5
1387,77,20,19,70,Selva,Jardín,Cusco,3,Secundaria completo,6
84,118,32,24,70,Sierra,Jardín,Cusco,5,Superior técnico completo,8
395,92,23,26,72,Costa,Jardín,Piura,3,Secundaria completo,6
1311,79,25,32,71,Selva,Jardín,Loreto,4,Secundaria incompleto,5
1299,84,30,28,71,Selva,Jardín,Loreto,4,Secundaria incompleto,5
274,67,20,23,74,Costa,Jardín,Piura,3,Primaria completo,4
1035,91,24,23,70,Sierra,Jardín,Cusco,5,Superior universitario completo,10
840,84,26,24,70,Sierra,Jardín,Cusco,2,Secundaria completo,6
1368,88,29,23,72,Costa,Jardín,Piura,3,Superior universitario incompleto,9
3231,105,30,25,74,Costa,Jardín,Lima Met.,4,Secundaria completo,6
959,98,30,35,72,Costa,Jardín,Piura,4,Primaria completo,4
1016,77,24,28,70,Sierra,Jardín,Cusco,5,Superior técnico completo,8
225,73,24,22,72,Costa,Jardín,Piura,5,Superior técnico completo,8
3371,144,36,31,76,Costa,Jardín,Lima Met.,4,Superior universitario incompleto,9
2366,98,32,34,72,Costa,Jardín,Piura,5,Superior técnico incompleto,7
3161,116,32,28,74,Costa,Jardín,Lima Met.,4,Secundaria incompleto,5
980,98,27,29,73,Costa,Jardín,Piura,4,Secundaria incompleto,5
3249,135,29,27,73,Costa,Jardín,Lima Met.,4,Secundaria completo,6
2394,154,36,33,72,Costa,Jardín,Piura,3,Secundaria completo,6
1876,117,34,27,72,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
3310,94,23,24,73,Costa,Jardín,Lima Met.,4,Secundaria completo,6
3130,118,35,32,73,Costa,Jardín,Lima Met.,4,Superior técnico incompleto,7
835,118,34,28,70,Sierra,Jardín,Cusco,5,Superior universitario completo,10
641,69,19,20,72,Costa,Jardín,Piura,3,Secundaria completo,6
713,131,32,32,71,Selva,Jardín,Loreto,4,Secundaria completo,6
1441,66,26,22,70,Selva,Jardín,Cusco,3,Secundaria completo,6
1485,77,26,25,71,Selva,Jardín,Loreto,4,Secundaria completo,6
2007,74,23,20,71,Selva,Jardín,Loreto,1,Primaria incompleto,3
1888,109,34,27,72,Costa,Cuna-Jardín,Piura,4,Superior técnico completo,8
3202,130,25,31,74,Costa,Jardín,Lima Met.,4,Superior técnico incompleto,7
3106,79,26,20,73,Costa,Jardín,Lima Met.,4,Secundaria completo,6
3380,140,35,32,74,Costa,Jardín,Lima Met.,4,Ninguno,1
2352,100,34,29,72,Costa,Jardín,Piura,3,Secundaria completo,6
1007,64,17,16,70,Sierra,Jardín,Cusco,2,Secundaria completo,6
637,65,18,19,72,Costa,Jardín,Piura,3,Secundaria completo,6
783,71,19,22,71,Selva,Jardín,Loreto,3,Secundaria completo,6
949,103,30,35,71,Costa,Jardín,Piura,4,Superior técnico completo,8
950,99,28,30,71,Costa,Jardín,Piura,4,Superior técnico completo,8
958,88,31,29,71,Costa,Jardín,Piura,4,Secundaria incompleto,5
730,76,26,21,71,Costa,Jardín,Piura,4,Primaria incompleto,3
2368,112,32,35,72,Costa,Jardín,Piura,5,Superior técnico incompleto,7
3327,88,24,24,73,Costa,Jardín,Lima Met.,4,Secundaria completo,6
1527,121,35,29,71,Selva,Jardín,Loreto,4,Secundaria completo,6
383,153,26,28,72,Sierra,Jardín,Piura,1,Secundaria completo,6
3164,113,36,32,70,Costa,Jardín,Lima Met.,4,Secundaria completo,6
2255,99,31,31,71,Costa,Jardín,Piura,5,Secundaria completo,6
28,99,23,25,71,Sierra,Jardín,Piura,1,Secundaria completo,6
1858,118,31,28,70,Selva,Jardín,Loreto,3,Primaria completo,4
1388,86,23,20,70,Selva,Jardín,Cusco,3,Secundaria completo,6
2887,90,30,24,73,Costa,Jardín,Lima Met.,4,Secundaria incompleto,5
358,79,20,19,70,Selva,Jardín,Cusco,4,Secundaria completo,6
1361,122,29,33,72,Costa,Jardín,Piura,3,Superior técnico completo,8
770,98,24,23,70,Selva,Jardín,Loreto,3,Superior universitario completo,10
1034,83,24,23,70,Sierra,Jardín,Cusco,5,Superior universitario incompleto,9
1221,92,27,24,70,Sierra,Jardín,Cusco,2,Secundaria completo,6
1230,95,25,25,71,Sierra,Jardín,Cusco,2,Secundaria completo,6
3272,121,31,26,73,Costa,Jardín,Lima Met.,4,Secundaria completo,6
1961,153,36,32,70,Selva,Jardín,Loreto,3,Secundaria completo,6
3238,89,24,27,73,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
1878,114,34,28,71,Costa,Cuna-Jardín,Piura,4,Primaria completo,4
93,113,32,26,69,Sierra,Jardín,Cusco,5,Superior técnico completo,8
2341,135,35,31,71,Costa,Jardín,Piura,3,Superior técnico completo,8
12,108,27,27,71,Sierra,Jardín,Piura,1,Secundaria completo,6
3235,108,32,23,73,Costa,Jardín,Lima Met.,4,Secundaria completo,6
1446,70,22,22,69,Selva,Jardín,Cusco,3,Secundaria incompleto,5
3353,138,29,31,73,Costa,Jardín,Lima Met.,4,Secundaria completo,6
1308,89,26,30,70,Selva,Jardín,Loreto,4,Secundaria completo,6
3421,94,28,21,73,Costa,Jardín,Lima Met.,4,Secundaria completo,6
15,111,26,27,71,Sierra,Jardín,Piura,1,Superior universitario completo,10
421,89,31,25,71,Costa,Jardín,Piura,3,Primaria completo,4
930,98,22,22,69,Sierra,Jardín,Cusco,5,Superior universitario completo,10
1517,118,34,29,70,Selva,Jardín,Loreto,4,Secundaria incompleto,5
262,121,30,31,71,Costa,Jardín,Piura,3,Secundaria completo,6
2374,131,33,35,71,Costa,Jardín,Piura,5,Superior técnico completo,8
6,114,27,27,71,Sierra,Jardín,Piura,1,Secundaria completo,6
1373,97,28,32,71,Costa,Jardín,Piura,3,Secundaria incompleto,5
1014,63,17,20,69,Sierra,Jardín,Cusco,5,Superior universitario completo,10
1353,99,24,24,69,Selva,Jardín,Cusco,3,Secundaria completo,6
507,115,29,26,70,Selva,No_Esc,Loreto,2,Primaria completo,4
828,105,31,24,69,Sierra,Jardín,Cusco,5,Superior técnico completo,8
235,79,22,24,71,Costa,Jardín,Piura,5,Secundaria completo,6
3145,80,28,21,72,Costa,Jardín,Lima Met.,4,Secundaria completo,6
839,78,25,23,70,Sierra,Jardín,Cusco,2,Secundaria incompleto,5
922,55,21,17,69,Sierra,Jardín,Cusco,5,Superior técnico completo,8
1011,57,18,18,69,Sierra,Jardín,Cusco,2,Secundaria completo,6
372,156,25,34,71,Sierra,Jardín,Piura,1,Secundaria completo,6
1085,124,35,26,72,Sierra,Jardín,Piura,1,Primaria completo,4
2590,58,29,16,71,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
279,45,22,21,71,Costa,Jardín,Piura,3,Primaria completo,4
1008,80,22,22,69,Sierra,Jardín,Cusco,2,Secundaria completo,6
426,95,34,20,71,Costa,Jardín,Piura,3,Primaria completo,4
2355,104,30,30,71,Costa,Jardín,Piura,3,Secundaria incompleto,5
260,95,26,31,71,Costa,Jardín,Piura,3,Secundaria completo,6
2139,75,20,18,69,Sierra,Jardín,Cusco,2,Secundaria incompleto,5
286,63,25,25,69,Selva,Jardín,Cusco,4,Secundaria incompleto,5
1514,120,34,29,70,Selva,Jardín,Loreto,4,Superior técnico completo,8
3225,108,30,23,71,Costa,Jardín,Lima Met.,4,Secundaria completo,6
723,102,32,26,70,Selva,Jardín,Loreto,4,Superior universitario incompleto,9
1883,112,34,28,71,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
3104,59,20,19,73,Costa,Jardín,Lima Met.,4,Secundaria incompleto,5
2345,102,35,31,71,Costa,Jardín,Piura,3,Secundaria incompleto,5
717,99,35,28,70,Selva,Jardín,Loreto,4,Secundaria completo,6
2361,143,32,35,71,Costa,Jardín,Piura,5,Superior universitario completo,10
378,147,26,28,71,Sierra,Jardín,Piura,1,Secundaria completo,6
2525,67,27,21,71,Sierra,Jardín,Piura,1,Primaria completo,4
3131,82,30,25,60,Costa,Jardín,Lima Met.,4,Secundaria incompleto,5
1305,65,20,31,70,Selva,Jardín,Loreto,4,Secundaria incompleto,5
261,102,30,31,71,Costa,Jardín,Piura,3,Primaria incompleto,3
710,129,33,34,70,Selva,Jardín,Loreto,4,Secundaria completo,6
1377,112,26,30,71,Costa,Jardín,Piura,3,Primaria incompleto,3
816,106,31,24,69,Sierra,Jardín,Cusco,5,Superior técnico completo,8
1372,87,27,28,70,Costa,Jardín,Piura,3,Secundaria incompleto,5
3368,80,27,25,73,Costa,Jardín,Lima Met.,4,Secundaria incompleto,5
612,78,25,21,69,Sierra,Jardín,Cusco,4,Secundaria completo,6
1752,136,36,31,71,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
2118,77,26,23,70,Selva,Jardín,Loreto,1,Secundaria incompleto,5
1451,52,23,21,69,Selva,Jardín,Cusco,3,Secundaria completo,6
981,98,27,29,70,Costa,Jardín,Piura,4,Superior técnico completo,8
3264,65,21,21,73,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
1229,72,27,25,69,Sierra,Jardín,Cusco,2,Secundaria incompleto,5
11,100,24,26,70,Sierra,Jardín,Piura,1,Secundaria incompleto,5
1523,57,25,20,70,Selva,Jardín,Loreto,4,Superior técnico completo,8
3370,141,36,31,72,Costa,Jardín,Lima Met.,4,Secundaria completo,6
714,121,31,33,69,Selva,Jardín,Loreto,4,Secundaria completo,6
715,126,34,35,69,Selva,Jardín,Loreto,4,Secundaria completo,6
