Código,Escala_Cog.,Escala_Mot.,Escala_Dis.,Edad_Mes,Región,Modalidad,Departamento,Quintil,Inst_Mat.,Inst_Mat_N
869,85,30,30,70,Costa,Jardín,Piura,4,Secundaria completo,6
566,88,26,24,68,Sierra,Jardín,Cusco,3,Superior universitario completo,10
1913,111,30,25,69,Selva,Jardín,Loreto,3,Primaria completo,4
373,153,25,34,71,Sierra,Jardín,Piura,1,Secundaria completo,6
638,81,22,22,70,Costa,Jardín,Piura,3,Secundaria completo,6
2338,67,34,28,70,Costa,Jardín,Piura,3,Primaria completo,4
408,88,31,21,71,Costa,Jardín,Piura,3,Primaria completo,4
1886,101,33,27,71,Costa,Cuna-Jardín,Piura,4,Superior técnico completo,8
294,69,24,27,68,Selva,Jardín,Cusco,4,Secundaria completo,6
1959,154,35,28,70,Selva,Jardín,Loreto,3,Secundaria completo,6
3109,72,18,19,72,Costa,Jardín,Lima Met.,4,Secundaria completo,6
708,122,32,34,69,Selva,Jardín,Loreto,4,Secundaria completo,6
1962,130,34,32,69,Selva,Jardín,Loreto,3,Secundaria incompleto,5
2344,107,35,31,69,Costa,Jardín,Piura,3,Secundaria completo,6
812,97,31,26,68,Sierra,Jardín,Cusco,5,Secundaria completo,6
1456,65,23,17,68,Selva,Jardín,Cusco,3,Secundaria completo,6
2597,34,26,8,71,Costa,Cuna-Jardín,Piura,4,Superior técnico completo,8
1304,85,25,32,69,Selva,Jardín,Loreto,4,Ninguno,1
296,81,24,28,68,Selva,Jardín,Cusco,4,Secundaria completo,6
829,62,30,24,69,Sierra,Jardín,Cusco,5,Superior técnico completo,8
387,107,25,26,70,Costa,Jardín,Piura,3,Secundaria completo,6
362,78,18,19,68,Selva,Jardín,Cusco,4,Secundaria completo,6
1862,112,29,31,69,Selva,Jardín,Loreto,3,Secundaria completo,6
1519,67,29,21,69,Selva,Jardín,Loreto,4,Secundaria incompleto,5
1376,85,23,30,74,Costa,Jardín,Piura,3,Primaria completo,4
2409,111,29,29,70,Costa,Jardín,Piura,3,Primaria completo,4
991,71,26,24,70,Costa,Jardín,Piura,4,Secundaria incompleto,5
3375,104,26,27,72,Costa,Jardín,Lima Met.,4,Secundaria completo,6
79,112,33,29,68,Sierra,Jardín,Cusco,5,Superior técnico completo,8
1809,106,23,25,68,Selva,Jardín,Cusco,3,Superior técnico completo,8
272,44,17,16,70,Costa,Jardín,Piura,3,Secundaria incompleto,5
3498,97,26,23,72,Costa,Jardín,Lima Met.,4,Secundaria completo,6
1857,116,33,29,69,Selva,Jardín,Loreto,3,Primaria completo,4
3358,59,18,20,72,Costa,Jardín,Lima Met.,4,Secundaria incompleto,5
1882,114,34,27,70,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
2362,106,32,34,70,Costa,Jardín,Piura,5,Secundaria completo,6
3190,124,31,31,71,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
3112,140,35,34,71,Costa,Jardín,Lima Met.,4,Ninguno,1
1510,105,30,27,75,Selva,Jardín,Loreto,4,Secundaria incompleto,5
811,82,28,23,68,Sierra,Jardín,Cusco,5,Superior técnico completo,8
3220,92,25,23,71,Costa,Jardín,Lima Met.,4,Ninguno,1
1455,69,25,19,69,Selva,Jardín,Cusco,3,Secundaria completo,6
382,153,25,28,70,Sierra,Jardín,Piura,1,Superior universitario completo,10
1530,73,30,27,69,Selva,Jardín,Loreto,4,Secundaria completo,6
1366,82,26,21,70,Costa,Jardín,Piura,3,Secundaria completo,6
3341,137,35,26,71,Costa,Jardín,Lima Met.,4,Ninguno,1
830,111,21,23,68,Sierra,Jardín,Cusco,5,Superior técnico completo,8
3222,112,30,30,59,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
1250,110,31,28,69,Selva,Jardín,Loreto,4,Primaria incompleto,3
1853,156,36,33,69,Selva,Jardín,Loreto,3,Superior técnico completo,8
1223,71,26,22,68,Sierra,Jardín,Cusco,2,Superior universitario incompleto,9
2516,81,34,24,70,Costa,Jardín,Piura,1,Secundaria incompleto,5
2607,38,24,9,70,Costa,Cuna-Jardín,Piura,4,Secundaria incompleto,5
1121,41,11,14,68,Sierra,Cuna-Jardín,Cusco,2,Secundaria completo,6
1395,85,27,24,68,Selva,Jardín,Cusco,3,Secundaria completo,6
3350,104,28,25,72,Costa,Jardín,Lima Met.,4,Secundaria completo,6
424,94,33,27,70,Costa,Jardín,Piura,3,Primaria completo,4
926,96,25,29,68,Sierra,Jardín,Cusco,5,Superior técnico completo,8
1453,60,24,19,68,Selva,Jardín,Cusco,3,Secundaria completo,6
2799,103,29,27,76,Costa,Jardín,Lima Met.,4,Secundaria completo,6
1042,83,26,22,70,Costa,Jardín,Piura,4,Secundaria completo,6
3478,106,30,23,69,Costa,Jardín,Lima Met.,4,Secundaria completo,6
1226,62,26,21,56,Sierra,Jardín,Cusco,2,Superior técnico completo,8
988,94,27,30,69,Costa,Jardín,Piura,4,Primaria completo,4
3169,105,29,22,71,Costa,Jardín,Lima Met.,4,Secundaria completo,6
2248,59,21,17,70,Costa,Jardín,Piura,5,Superior universitario completo,10
1528,47,32,20,68,Selva,Jardín,Loreto,4,Secundaria completo,6
2612,68,22,17,69,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
3183,148,35,31,65,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
3335,129,33,27,71,Costa,Jardín,Lima Met.,4,Secundaria completo,6
402,56,23,21,70,Costa,Jardín,Piura,3,Secundaria completo,6
374,153,26,30,69,Sierra,Jardín,Piura,1,Secundaria completo,6
2515,115,36,24,69,Costa,Jardín,Piura,1,Secundaria completo,6
2251,97,31,31,69,Costa,Jardín,Piura,5,Superior universitario completo,10
3180,156,36,30,71,Costa,Jardín,Lima Met.,4,Secundaria completo,6
2258,106,31,30,57,Costa,Jardín,Piura,5,Primaria completo,4
1374,123,33,32,70,Costa,Jardín,Piura,3,Secundaria completo,6
1748,134,35,30,69,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
1219,104,29,26,68,Sierra,Jardín,Cusco,2,Inicial,2
1868,136,36,30,69,Costa,Cuna-Jardín,Piura,4,Primaria incompleto,3
3325,127,36,27,67,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
1252,96,30,21,68,Selva,Jardín,Loreto,4,Primaria completo,4
237,58,15,18,69,Costa,Jardín,Piura,5,Superior técnico incompleto,7
2558,86,30,22,69,Costa,Cuna-Jardín,Piura,4,Secundaria incompleto,5
3415,118,31,26,72,Costa,Jardín,Lima Met.,4,Secundaria completo,6
1029,89,25,23,67,Sierra,Jardín,Cusco,5,Superior técnico completo,8
3293,101,27,23,71,Costa,Jardín,Lima Met.,4,Secundaria completo,6
1025,83,25,25,67,Sierra,Jardín,Cusco,5,Superior técnico incompleto,7
1877,97,34,26,69,Costa,Cuna-Jardín,Piura,4,Superior técnico completo,8
557,72,17,17,67,Sierra,Jardín,Cusco,3,Secundaria incompleto,5
1189,89,30,17,67,Selva,Jardín,Cusco,3,Secundaria incompleto,5
1114,44,14,12,67,Sierra,Cuna-Jardín,Cusco,2,Secundaria completo,6
1808,98,25,25,67,Selva,Jardín,Cusco,3,Primaria incompleto,3
1112,46,10,18,68,Sierra,Cuna-Jardín,Cusco,2,Secundaria completo,6
68,80,29,22,67,Sierra,Jardín,Cusco,5,Superior técnico completo,8
813,80,28,26,67,Sierra,Jardín,Cusco,5,Superior técnico completo,8
3159,89,30,30,71,Costa,Jardín,Lima Met.,4,Primaria incompleto,3
559,77,25,29,67,Sierra,Jardín,Cusco,3,Superior técnico completo,8
89,130,32,26,67,Sierra,Jardín,Cusco,5,Superior técnico completo,8
868,81,32,32,58,Costa,Jardín,Piura,4,Secundaria completo,6
3362,101,29,26,72,Costa,Jardín,Lima Met.,4,Secundaria incompleto,5
1028,90,25,20,67,Sierra,Jardín,Cusco,5,Superior universitario completo,10
425,86,31,22,69,Costa,Jardín,Piura,3,Secundaria completo,6
1036,94,24,23,67,Sierra,Jardín,Cusco,5,Superior técnico completo,8
1319,64,20,24,68,Selva,Jardín,Loreto,4,Superior técnico incompleto,7
2598,76,29,28,69,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
2803,131,32,30,71,Costa,Jardín,Lima Met.,4,Superior universitario incompleto,9
2610,52,29,14,69,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
1118,48,17,16,67,Sierra,Cuna-Jardín,Cusco,2,Secundaria completo,6
998,75,20,21,67,Sierra,Jardín,Cusco,2,Secundaria completo,6
2807,101,31,24,70,Costa,Jardín,Lima Met.,4,Secundaria completo,6
301,65,21,27,68,Selva,Jardín,Cusco,4,Secundaria completo,6
1087,131,36,28,69,Sierra,Jardín,Piura,1,Primaria completo,4
1358,74,19,21,69,Selva,Jardín,Cusco,3,Secundaria completo,6
726,114,32,27,68,Selva,Jardín,Loreto,4,Primaria completo,4
80,76,22,18,67,Sierra,Jardín,Cusco,5,Superior técnico completo,8
699,93,30,24,68,Selva,Jardín,Loreto,4,Secundaria completo,6
561,90,25,22,67,Sierra,Jardín,Cusco,3,Secundaria completo,6
31,105,27,27,69,Sierra,Jardín,Piura,1,Primaria completo,4
392,96,27,23,69,Costa,Jardín,Piura,3,Secundaria completo,6
25,110,28,27,69,Sierra,Jardín,Piura,1,Superior universitario incompleto,9
1442,61,18,21,67,Selva,Jardín,Cusco,3,Secundaria incompleto,5
1369,102,33,28,69,Costa,Jardín,Piura,3,Secundaria completo,6
703,142,34,36,68,Selva,Jardín,Loreto,4,Superior universitario incompleto,9
3229,63,13,19,75,Costa,Jardín,Lima Met.,4,Secundaria completo,6
3417,107,28,27,75,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
1791,137,36,29,68,Selva,Jardín,Loreto,5,Secundaria incompleto,5
568,85,25,21,67,Sierra,Jardín,Cusco,3,Superior técnico completo,8
903,108,26,23,67,Sierra,Jardín,Cusco,2,Secundaria incompleto,5
1370,109,32,30,69,Costa,Jardín,Piura,3,Secundaria completo,6
3223,108,30,23,70,Costa,Jardín,Lima Met.,4,Secundaria completo,6
610,77,27,22,67,Sierra,Jardín,Cusco,4,Secundaria incompleto,5
1884,119,34,28,68,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
833,55,23,18,67,Sierra,Jardín,Cusco,5,Superior técnico completo,8
639,73,20,21,68,Costa,Jardín,Piura,3,Secundaria completo,6
3012,120,33,28,70,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
2260,113,29,28,64,Costa,Jardín,Piura,5,Primaria completo,4
917,76,22,23,67,Sierra,Jardín,Cusco,5,Secundaria completo,6
386,73,22,26,68,Costa,Jardín,Piura,3,Secundaria completo,6
3147,102,34,30,70,Costa,Jardín,Lima Met.,4,Secundaria completo,6
3148,102,34,30,70,Costa,Jardín,Lima Met.,4,Secundaria completo,6
3351,99,24,18,71,Costa,Jardín,Lima Met.,4,Secundaria completo,6
293,72,24,27,67,Selva,Jardín,Cusco,4,Secundaria completo,6
1020,77,24,23,67,Sierra,Jardín,Cusco,5,Superior técnico completo,8
1515,83,31,23,67,Selva,Jardín,Loreto,4,Secundaria completo,6
377,145,26,34,69,Sierra,Jardín,Piura,1,Secundaria completo,6
2357,68,27,21,63,Costa,Jardín,Piura,3,Secundaria incompleto,5
3453,90,27,18,75,Costa,Jardín,Lima Met.,4,Secundaria completo,6
220,73,24,15,68,Costa,Jardín,Piura,5,Secundaria completo,6
3182,85,30,27,71,Costa,Jardín,Lima Met.,4,Secundaria completo,6
925,107,27,29,67,Sierra,Jardín,Cusco,5,Superior universitario completo,10
952,97,29,32,68,Costa,Jardín,Piura,4,Superior técnico completo,8
562,62,25,19,66,Sierra,Jardín,Cusco,3,Primaria completo,4
1236,45,18,15,68,Selva,Jardín,Loreto,4,Primaria completo,4
1227,73,27,19,67,Sierra,Jardín,Cusco,2,Secundaria completo,6
1525,126,34,29,67,Selva,Jardín,Loreto,4,Superior técnico completo,8
2593,57,27,16,68,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
3303,99,29,23,70,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
712,135,33,32,67,Selva,Jardín,Loreto,4,Secundaria completo,6
3176,114,35,33,70,Costa,Jardín,Lima Met.,4,Secundaria completo,6
823,65,29,20,66,Sierra,Jardín,Cusco,5,Superior técnico completo,8
3194,85,26,25,71,Costa,Jardín,Lima Met.,4,Secundaria completo,6
2408,112,29,31,68,Costa,Jardín,Piura,3,Primaria completo,4
1316,101,29,28,67,Selva,Jardín,Loreto,4,Superior universitario completo,10
841,97,26,24,67,Sierra,Jardín,Cusco,2,Secundaria completo,6
1315,101,27,31,67,Selva,Jardín,Loreto,4,Secundaria incompleto,5
1449,61,23,18,72,Selva,Jardín,Cusco,3,Secundaria completo,6
2349,101,35,31,68,Costa,Jardín,Piura,3,Secundaria completo,6
1465,85,26,26,67,Selva,Jardín,Loreto,4,Secundaria completo,6
3414,95,28,29,70,Costa,Jardín,Lima Met.,4,Secundaria completo,6
933,85,23,24,66,Sierra,Jardín,Cusco,5,Secundaria completo,6
3105,94,26,21,71,Costa,Jardín,Lima Met.,4,Superior técnico incompleto,7
371,156,26,31,68,Sierra,Jardín,Piura,1,Secundaria completo,6
401,57,24,19,68,Costa,Jardín,Piura,3,Secundaria completo,6
722,129,35,29,67,Selva,Jardín,Loreto,4,Secundaria completo,6
1178,84,26,19,67,Selva,Jardín,Loreto,5,Secundaria completo,6
1301,63,19,24,67,Selva,Jardín,Loreto,4,Secundaria completo,6
2574,117,29,25,67,Selva,Jardín,Loreto,4,Primaria completo,4
918,65,13,16,65,Sierra,Jardín,Cusco,5,Superior universitario completo,10
920,66,18,23,66,Sierra,Jardín,Cusco,5,Superior universitario completo,10
2800,126,32,30,69,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
2517,104,32,23,67,Costa,Jardín,Piura,1,Primaria incompleto,3
3152,88,35,31,69,Costa,Jardín,Lima Met.,4,Secundaria completo,6
3282,71,16,30,69,Costa,Jardín,Lima Met.,4,Secundaria completo,6
1089,114,36,26,68,Sierra,Jardín,Piura,1,Primaria completo,4
2380,123,32,34,68,Costa,Jardín,Piura,5,Superior universitario incompleto,9
381,154,26,28,68,Sierra,Jardín,Piura,1,Secundaria completo,6
384,153,20,30,56,Sierra,Jardín,Piura,1,Secundaria completo,6
1352,100,28,25,66,Selva,Jardín,Cusco,3,Superior técnico completo,8
1807,44,15,24,66,Selva,Jardín,Cusco,3,Primaria incompleto,3
2407,98,29,30,68,Costa,Jardín,Piura,3,Primaria incompleto,3
1518,36,20,18,67,Selva,Jardín,Loreto,4,Superior universitario completo,10
1298,70,24,29,67,Selva,Jardín,Loreto,4,Secundaria completo,6
3245,109,29,30,69,Costa,Jardín,Lima Met.,4,Secundaria completo,6
530,101,25,24,67,Selva,No_Esc,Loreto,2,Primaria incompleto,3
232,85,26,28,68,Costa,Jardín,Piura,5,Superior técnico completo,8
2346,113,36,30,68,Costa,Jardín,Piura,3,Superior técnico completo,8
818,73,29,20,66,Sierra,Jardín,Cusco,5,Superior técnico completo,8
3199,105,30,26,76,Costa,Jardín,Lima Met.,4,Secundaria incompleto,5
3227,109,26,24,69,Costa,Jardín,Lima Met.,4,Secundaria completo,6
87,60,17,17,66,Sierra,Jardín,Cusco,5,Superior universitario completo,10
2611,43,24,16,68,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
1880,101,34,28,68,Costa,Cuna-Jardín,Piura,4,Primaria completo,4
360,77,18,19,65,Selva,Jardín,Cusco,4,Secundaria completo,6
1181,76,25,20,67,Selva,Jardín,Loreto,5,Primaria completo,4
8,104,25,27,67,Sierra,Jardín,Piura,1,Superior técnico completo,8
1318,67,22,28,67,Selva,Jardín,Loreto,4,Secundaria incompleto,5
2273,80,24,18,68,Costa,Jardín,Piura,5,Primaria completo,4
3297,81,21,22,69,Costa,Jardín,Lima Met.,4,Secundaria completo,6
822,116,32,26,66,Sierra,Jardín,Cusco,5,Superior técnico completo,8
1861,113,28,30,67,Selva,Jardín,Loreto,3,Secundaria completo,6
1512,64,29,19,66,Selva,Jardín,Loreto,4,Secundaria incompleto,5
90,144,36,32,66,Sierra,Jardín,Cusco,5,Superior universitario completo,10
1860,104,29,25,66,Selva,Jardín,Loreto,3,Secundaria incompleto,5
1312,87,25,32,66,Selva,Jardín,Loreto,4,Superior universitario completo,10
2561,95,27,25,55,Costa,Cuna-Jardín,Piura,4,Secundaria incompleto,5
1792,63,22,20,66,Selva,Jardín,Loreto,5,Primaria incompleto,3
1532,46,32,24,66,Selva,Jardín,Loreto,4,Superior técnico completo,8
400,105,26,23,68,Costa,Jardín,Piura,3,Superior técnico completo,8
1024,84,25,24,66,Sierra,Jardín,Cusco,5,Superior técnico incompleto,7
1137,124,32,26,66,Selva,Jardín,Cusco,3,Secundaria completo,6
613,70,25,20,66,Sierra,Jardín,Cusco,4,Secundaria incompleto,5
932,94,21,26,66,Sierra,Jardín,Cusco,5,Secundaria completo,6
572,83,23,27,66,Sierra,Jardín,Cusco,3,Superior técnico incompleto,7
1120,48,13,14,66,Sierra,Cuna-Jardín,Cusco,2,Superior técnico completo,8
78,132,35,23,66,Sierra,Jardín,Cusco,5,Superior técnico completo,8
1749,69,31,19,67,Costa,Cuna-Jardín,Piura,4,Primaria incompleto,3
1140,51,28,21,65,Selva,Jardín,Cusco,3,Primaria incompleto,3
3389,73,26,15,69,Costa,Jardín,Lima Met.,4,Secundaria completo,6
821,124,30,27,66,Sierra,Jardín,Cusco,5,Superior universitario completo,10
1019,90,28,27,66,Sierra,Jardín,Cusco,5,Superior universitario completo,10
239,89,24,30,67,Costa,Jardín,Piura,5,Secundaria completo,6
3187,88,23,24,70,Costa,Jardín,Lima Met.,4,Secundaria completo,6
2556,73,24,18,67,Costa,Cuna-Jardín,Piura,4,Secundaria incompleto,5
2599,73,28,22,67,Costa,Cuna-Jardín,Piura,4,Secundaria incompleto,5
1032,81,24,23,66,Sierra,Jardín,Cusco,5,Superior universitario completo,10
265,81,22,27,67,Costa,Jardín,Piura,3,Secundaria completo,6
1367,98,27,29,67,Costa,Jardín,Piura,3,Superior técnico completo,8
570,89,23,33,65,Sierra,Jardín,Cusco,3,Superior universitario completo,10
1182,73,21,18,66,Selva,Jardín,Loreto,5,Secundaria incompleto,5
2591,45,24,10,67,Costa,Cuna-Jardín,Piura,4,Primaria completo,4
67,139,36,31,65,Sierra,Jardín,Cusco,5,Superior universitario completo,10
2143,65,25,16,66,Sierra,Jardín,Cusco,2,Secundaria incompleto,5
351,94,23,21,65,Selva,Jardín,Cusco,4,Secundaria completo,6
2555,55,17,17,67,Costa,Cuna-Jardín,Piura,4,Secundaria incompleto,5
838,92,29,20,65,Sierra,Jardín,Cusco,2,Secundaria completo,6
1914,106,31,24,66,Selva,Jardín,Loreto,3,Primaria incompleto,3
299,67,19,27,65,Selva,Jardín,Cusco,4,Secundaria completo,6
779,89,23,24,66,Selva,Jardín,Loreto,3,Secundaria incompleto,5
406,95,27,24,70,Costa,Jardín,Piura,3,Secundaria incompleto,5
3497,136,33,33,69,Costa,Cuna-Jardín,Lima Met.,4,Secundaria completo,6
2351,93,34,31,67,Costa,Jardín,Piura,3,Secundaria completo,6
786,94,25,24,66,Selva,Jardín,Loreto,3,Superior universitario completo,10
2559,117,31,24,67,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
30,111,25,27,67,Sierra,Jardín,Piura,1,Superior técnico completo,8
1461,72,20,23,66,Selva,Jardín,Loreto,4,Primaria completo,4
1863,117,33,27,67,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
3383,75,24,18,72,Costa,Jardín,Lima Met.,4,Secundaria completo,6
409,82,31,24,67,Costa,Jardín,Piura,3,Primaria completo,4
3111,78,25,20,69,Costa,Jardín,Lima Met.,4,Primaria incompleto,3
776,68,17,21,66,Selva,Jardín,Loreto,3,Secundaria incompleto,5
2379,125,27,35,67,Costa,Jardín,Piura,5,Superior universitario completo,10
2369,125,32,35,67,Costa,Jardín,Piura,5,Superior universitario completo,10
1513,35,21,16,66,Selva,Jardín,Loreto,4,Secundaria completo,6
1467,75,25,24,66,Selva,Jardín,Loreto,4,Secundaria incompleto,5
3322,86,26,23,71,Costa,Jardín,Lima Met.,4,Secundaria incompleto,5
389,71,21,23,67,Costa,Jardín,Piura,3,Secundaria completo,6
953,78,28,30,67,Costa,Jardín,Piura,4,Secundaria incompleto,5
961,82,24,31,67,Costa,Jardín,Piura,4,Primaria completo,4
1001,55,17,18,65,Sierra,Jardín,Cusco,2,Secundaria completo,6
465,131,28,24,66,Selva,No_Esc,Loreto,2,Secundaria completo,6
29,109,27,27,67,Sierra,Jardín,Piura,1,Superior universitario completo,10
1852,131,33,35,66,Selva,Jardín,Loreto,3,Primaria completo,4
1109,49,14,17,65,Sierra,Cuna-Jardín,Cusco,2,Secundaria completo,6
2557,114,32,29,67,Costa,Cuna-Jardín,Piura,4,Secundaria incompleto,5
3482,125,36,31,79,Costa,Jardín,Lima Met.,4,Secundaria incompleto,5
1390,82,21,21,65,Selva,Jardín,Cusco,3,Superior técnico completo,8
817,109,31,27,65,Sierra,Jardín,Cusco,5,Superior técnico completo,8
3078,115,34,27,76,Costa,Jardín,Lima Met.,4,Secundaria incompleto,5
2140,77,25,23,65,Sierra,Jardín,Cusco,2,Secundaria completo,6
353,77,21,19,65,Selva,Jardín,Cusco,4,Secundaria incompleto,5
1478,82,26,26,66,Selva,Jardín,Loreto,4,Primaria completo,4
10,83,22,24,65,Sierra,Jardín,Cusco,5,Secundaria completo,6
1780,100,34,29,66,Selva,Jardín,Loreto,5,Secundaria incompleto,5
2806,90,29,26,78,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
1976,137,36,30,66,Selva,Jardín,Loreto,1,Primaria incompleto,3
1364,84,22,20,67,Costa,Jardín,Piura,3,Superior técnico completo,8
3,108,26,27,67,Sierra,Jardín,Piura,1,Superior universitario completo,10
1464,79,26,26,65,Selva,Jardín,Loreto,4,Secundaria completo,6
1238,77,21,14,66,Selva,Jardín,Loreto,4,Primaria incompleto,3
3160,112,34,31,68,Costa,Jardín,Lima Met.,4,Secundaria completo,6
2365,95,34,34,66,Costa,Jardín,Piura,5,Superior universitario completo,10
3166,73,23,16,68,Costa,Jardín,Lima Met.,4,Secundaria completo,6
33,104,24,24,65,Sierra,Jardín,Cusco,5,Superior universitario completo,10
556,73,24,23,65,Sierra,Jardín,Cusco,3,Superior técnico completo,8
2804,126,32,28,68,Costa,Jardín,Lima Met.,4,Superior técnico incompleto,7
2138,101,28,26,65,Sierra,Jardín,Cusco,2,Secundaria completo,6
2137,75,25,18,65,Sierra,Jardín,Cusco,2,Superior técnico incompleto,7
355,81,19,19,65,Selva,Jardín,Cusco,4,Secundaria incompleto,5
1386,72,20,20,65,Selva,Jardín,Cusco,3,Secundaria completo,6
375,153,26,34,66,Sierra,Jardín,Piura,1,Secundaria completo,6
706,123,31,31,65,Selva,Jardín,Loreto,4,Secundaria completo,6
427,97,33,22,66,Costa,Jardín,Piura,3,Secundaria completo,6
3337,103,28,28,68,Costa,Jardín,Lima Met.,4,Ninguno,1
3172,110,26,30,68,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
3364,136,33,31,69,Costa,Jardín,Lima Met.,4,Secundaria incompleto,5
1037,68,25,24,66,Costa,Jardín,Piura,4,Primaria completo,4
3266,92,26,20,68,Costa,Jardín,Lima Met.,4,Secundaria completo,6
3108,99,28,22,68,Costa,Jardín,Lima Met.,4,Secundaria completo,6
782,86,22,23,65,Selva,Jardín,Loreto,3,Secundaria incompleto,5
1460,35,16,21,75,Selva,Jardín,Loreto,4,Secundaria completo,6
2601,36,25,11,66,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
642,63,14,20,66,Costa,Jardín,Piura,3,Superior universitario completo,10
1136,111,32,26,64,Selva,Jardín,Cusco,3,Secundaria completo,6
985,73,24,24,66,Costa,Jardín,Piura,4,Secundaria incompleto,5
227,84,24,23,66,Costa,Jardín,Piura,5,Superior técnico completo,8
1383,65,16,20,64,Selva,Jardín,Cusco,3,Secundaria completo,6
711,105,31,31,65,Selva,Jardín,Loreto,4,Secundaria completo,6
88,102,31,24,64,Sierra,Jardín,Cusco,5,Superior universitario completo,10
1228,73,28,25,65,Sierra,Jardín,Cusco,2,Primaria incompleto,3
777,87,23,24,65,Selva,Jardín,Loreto,3,Secundaria completo,6
931,87,22,25,64,Sierra,Jardín,Cusco,5,Superior universitario completo,10
824,108,31,24,64,Sierra,Jardín,Cusco,5,Superior universitario completo,10
2257,80,21,23,66,Costa,Jardín,Piura,5,Superior universitario completo,10
27,111,24,27,66,Sierra,Jardín,Piura,1,Superior universitario completo,10
2263,78,31,21,76,Costa,Jardín,Piura,5,Secundaria completo,6
82,103,35,22,64,Sierra,Jardín,Cusco,5,Superior técnico completo,8
825,73,29,21,52,Sierra,Jardín,Cusco,5,Secundaria completo,6
1445,77,24,22,64,Selva,Jardín,Cusco,3,Secundaria completo,6
1855,116,30,29,65,Selva,Jardín,Loreto,3,Primaria completo,4
354,80,21,19,64,Selva,Jardín,Cusco,4,Secundaria incompleto,5
1017,85,27,24,64,Sierra,Jardín,Cusco,5,Superior universitario completo,10
3246,84,15,23,67,Costa,Jardín,Lima Met.,4,Secundaria incompleto,5
2114,61,23,24,65,Selva,Jardín,Loreto,1,Secundaria incompleto,5
467,105,28,26,65,Selva,No_Esc,Loreto,2,Primaria incompleto,3
919,79,23,24,64,Sierra,Jardín,Cusco,5,Secundaria completo,6
1375,100,30,32,66,Costa,Jardín,Piura,3,Secundaria completo,6
69,106,31,22,64,Sierra,Jardín,Cusco,5,Superior universitario completo,10
2354,63,28,22,66,Costa,Jardín,Piura,3,Secundaria incompleto,5
1452,54,23,22,64,Selva,Jardín,Cusco,3,Secundaria completo,6
240,92,26,30,66,Costa,Jardín,Piura,5,Superior universitario completo,10
3400,75,21,14,68,Costa,Jardín,Lima Met.,4,Secundaria completo,6
780,96,19,24,65,Selva,Jardín,Loreto,3,Superior universitario completo,10
1240,70,22,14,65,Selva,Jardín,Loreto,4,Primaria completo,4
2256,80,24,23,66,Costa,Jardín,Piura,5,Superior universitario incompleto,9
2376,121,32,34,66,Costa,Jardín,Piura,5,Superior universitario incompleto,9
3480,156,36,23,71,Costa,Jardín,Lima Met.,4,Secundaria completo,6
947,110,27,28,64,Sierra,Jardín,Cusco,2,Secundaria completo,6
962,81,31,23,66,Costa,Jardín,Piura,4,Secundaria incompleto,5
2367,117,32,35,66,Costa,Jardín,Piura,5,Superior técnico completo,8
1110,57,15,20,64,Sierra,Cuna-Jardín,Cusco,2,Superior técnico completo,8
1083,97,35,21,65,Sierra,Jardín,Piura,1,Primaria completo,4
579,73,21,19,64,Sierra,Jardín,Cusco,3,Secundaria completo,6
2373,119,32,35,66,Costa,Jardín,Piura,5,Superior técnico incompleto,7
423,93,33,27,65,Costa,Jardín,Piura,3,Primaria completo,4
230,76,20,22,65,Costa,Jardín,Piura,5,Secundaria completo,6
300,48,20,20,65,Selva,Jardín,Cusco,4,Secundaria completo,6
3261,130,30,26,67,Costa,Jardín,Lima Met.,4,Superior universitario completo,10
1116,55,12,18,64,Sierra,Cuna-Jardín,Cusco,2,Superior técnico completo,8
2265,108,31,31,65,Costa,Jardín,Piura,5,Secundaria completo,6
955,100,28,35,65,Costa,Jardín,Piura,4,Secundaria completo,6
3334,130,33,27,67,Costa,Jardín,Lima Met.,4,Primaria completo,4
2410,74,26,24,65,Costa,Jardín,Piura,3,Primaria completo,4
1448,72,23,18,64,Selva,Jardín,Cusco,3,Secundaria completo,6
85,49,14,14,64,Sierra,Jardín,Cusco,5,Superior universitario incompleto,9
1233,64,23,19,64,Selva,Jardín,Loreto,4,Secundaria incompleto,5
