"Codigo","Fechin","CSUM","MSUM","DSUM"
3223,"2024-08-12",108,30,23
610,"2024-04-29",77,27,22
1884,"2024-06-17",119,34,28
833,"2024-04-29",55,23,18
639,"2024-06-17",73,20,21
3012,"2024-08-12",120,33,28
2260,"2024-06-17",113,29,28
917,"2024-04-29",76,22,23
386,"2024-06-17",73,22,26
3147,"2024-08-12",102,34,30
3148,"2024-08-12",102,34,30
3351,"2024-08-12",99,24,18
293,"2024-04-29",72,24,27
1020,"2024-04-29",77,24,23
1515,"2024-05-20",83,31,23
377,"2024-06-17",145,26,34
2357,"2024-06-17",68,27,21
3453,"2024-08-12",90,27,18
220,"2024-06-17",73,24,15
3182,"2024-08-12",85,30,27
925,"2024-04-29",107,27,29
952,"2024-06-17",97,29,32
562,"2024-04-29",62,25,19
1236,"2024-05-20",45,18,15
1227,"2024-04-29",73,27,19
1525,"2024-05-20",126,34,29
2593,"2024-06-17",57,27,16
3303,"2024-08-12",99,29,23
712,"2024-05-20",135,33,32
3176,"2024-08-12",114,35,33
823,"2024-04-29",65,29,20
3194,"2024-08-12",85,26,25
2408,"2024-06-17",112,29,31
1316,"2024-05-20",101,29,28
841,"2024-04-29",97,26,24
1315,"2024-05-20",101,27,31
1449,"2024-04-29",61,23,18
2349,"2024-06-17",101,35,31
1465,"2024-05-20",85,26,26
3414,"2024-08-12",95,28,29
933,"2024-04-29",85,23,24
3105,"2024-08-12",94,26,21
371,"2024-06-17",156,26,31
401,"2024-06-17",57,24,19
722,"2024-05-20",129,35,29
1178,"2024-05-20",84,26,19
1301,"2024-05-20",63,19,24
2574,"2024-05-20",117,29,25
918,"2024-04-29",65,13,16
920,"2024-04-29",66,18,23
2800,"2024-08-12",126,32,30
2517,"2024-06-17",104,32,23
3152,"2024-08-12",88,35,31
3282,"2024-08-12",71,16,30
1089,"2024-06-17",114,36,26
2380,"2024-06-17",123,32,34
381,"2024-06-17",154,26,28
384,"2024-06-17",153,20,30
1352,"2024-04-29",100,28,25
1807,"2024-04-29",44,15,24
2407,"2024-06-17",98,29,30
1518,"2024-05-20",36,20,18
1298,"2024-05-20",70,24,29
3245,"2024-08-12",109,29,30
530,"2024-05-20",101,25,24
232,"2024-06-17",85,26,28
2346,"2024-06-17",113,36,30
818,"2024-04-29",73,29,20
3199,"2024-08-12",105,30,26
3227,"2024-08-12",109,26,24
87,"2024-04-29",60,17,17
2611,"2024-06-17",43,24,16
1880,"2024-06-17",101,34,28
360,"2024-04-29",77,18,19
1181,"2024-05-20",76,25,20
8,"2024-06-17",104,25,27
1318,"2024-05-20",67,22,28
2273,"2024-06-17",80,24,18
3297,"2024-08-12",81,21,22
822,"2024-04-29",116,32,26
1861,"2024-05-20",113,28,30
1512,"2024-05-20",64,29,19
90,"2024-04-29",144,36,32
1860,"2024-05-20",104,29,25
1312,"2024-05-20",87,25,32
2561,"2024-06-17",95,27,25
1792,"2024-05-20",63,22,20
1532,"2024-05-20",46,32,24
400,"2024-06-17",105,26,23
1024,"2024-04-29",84,25,24
1137,"2024-04-29",124,32,26
613,"2024-04-29",70,25,20
932,"2024-04-29",94,21,26
572,"2024-04-29",83,23,27
1120,"2024-04-29",48,13,14
78,"2024-04-29",132,35,23
1749,"2024-06-17",69,31,19
1140,"2024-04-29",51,28,21
3389,"2024-08-12",73,26,15
821,"2024-04-29",124,30,27
1019,"2024-04-29",90,28,27
239,"2024-06-17",89,24,30
3187,"2024-08-12",88,23,24
2556,"2024-06-17",73,24,18
2599,"2024-06-17",73,28,22
1032,"2024-04-29",81,24,23
265,"2024-06-17",81,22,27
1367,"2024-06-17",98,27,29
570,"2024-04-29",89,23,33
1182,"2024-05-20",73,21,18
2591,"2024-06-17",45,24,10
67,"2024-04-29",139,36,31
2143,"2024-04-29",65,25,16
351,"2024-04-29",94,23,21
2555,"2024-06-17",55,17,17
838,"2024-04-29",92,29,20
1914,"2024-05-20",106,31,24
299,"2024-04-29",67,19,27
779,"2024-05-20",89,23,24
406,"2024-06-17",95,27,24
3497,"2024-08-12",136,33,33
2351,"2024-06-17",93,34,31
786,"2024-05-20",94,25,24
2559,"2024-06-17",117,31,24
30,"2024-06-17",111,25,27
1461,"2024-05-20",72,20,23
1863,"2024-06-17",117,33,27
3383,"2024-08-12",75,24,18
409,"2024-06-17",82,31,24
3111,"2024-08-12",78,25,20
776,"2024-05-20",68,17,21
2379,"2024-06-17",125,27,35
2369,"2024-06-17",125,32,35
1513,"2024-05-20",35,21,16
1467,"2024-05-20",75,25,24
3322,"2024-08-12",86,26,23
389,"2024-06-17",71,21,23
953,"2024-06-17",78,28,30
961,"2024-06-17",82,24,31
1001,"2024-04-29",55,17,18
465,"2024-05-20",131,28,24
29,"2024-06-17",109,27,27
1852,"2024-05-20",131,33,35
1109,"2024-04-29",49,14,17
2557,"2024-06-17",114,32,29
3482,"2024-08-12",125,36,31
1390,"2024-04-29",82,21,21
817,"2024-04-29",109,31,27
3078,"2024-08-12",115,34,27
2140,"2024-04-29",77,25,23
353,"2024-04-29",77,21,19
1478,"2024-05-20",82,26,26
10,"2024-04-29",83,22,24
1780,"2024-05-20",100,34,29
2806,"2024-08-12",90,29,26
1976,"2024-05-20",137,36,30
1364,"2024-06-17",84,22,20
3,"2024-06-17",108,26,27
1464,"2024-05-20",79,26,26
1238,"2024-05-20",77,21,14
3160,"2024-08-12",112,34,31
2365,"2024-06-17",95,34,34
3166,"2024-08-12",73,23,16
33,"2024-04-29",104,24,24
556,"2024-04-29",73,24,23
2804,"2024-08-12",126,32,28
2138,"2024-04-29",101,28,26
2137,"2024-04-29",75,25,18
355,"2024-04-29",81,19,19
1386,"2024-04-29",72,20,20
375,"2024-06-17",153,26,34
706,"2024-05-20",123,31,31
427,"2024-06-17",97,33,22
3337,"2024-08-12",103,28,28
3172,"2024-08-12",110,26,30
3364,"2024-08-12",136,33,31
1037,"2024-06-17",68,25,24
3266,"2024-08-12",92,26,20
3108,"2024-08-12",99,28,22
782,"2024-05-20",86,22,23
1460,"2024-05-20",35,16,21
2601,"2024-06-17",36,25,11
642,"2024-06-17",63,14,20
1136,"2024-04-29",111,32,26
985,"2024-06-17",73,24,24
227,"2024-06-17",84,24,23
1383,"2024-04-29",65,16,20
711,"2024-05-20",105,31,31
88,"2024-04-29",102,31,24
1228,"2024-04-29",73,28,25
777,"2024-05-20",87,23,24
931,"2024-04-29",87,22,25
824,"2024-04-29",108,31,24
2257,"2024-06-17",80,21,23
27,"2024-06-17",111,24,27
2263,"2024-06-17",78,31,21
82,"2024-04-29",103,35,22
825,"2024-04-29",73,29,21
1445,"2024-04-29",77,24,22
1855,"2024-05-20",116,30,29
354,"2024-04-29",80,21,19
1017,"2024-04-29",85,27,24
3246,"2024-08-12",84,15,23
2114,"2024-05-20",61,23,24
467,"2024-05-20",105,28,26
919,"2024-04-29",79,23,24
1375,"2024-06-17",100,30,32
69,"2024-04-29",106,31,22
2354,"2024-06-17",63,28,22
1452,"2024-04-29",54,23,22
240,"2024-06-17",92,26,30
3400,"2024-08-12",75,21,14
780,"2024-05-20",96,19,24
1240,"2024-05-20",70,22,14
2256,"2024-06-17",80,24,23
2376,"2024-06-17",121,32,34
3480,"2024-08-12",156,36,23
947,"2024-04-29",110,27,28
962,"2024-06-17",81,31,23
2367,"2024-06-17",117,32,35
1110,"2024-04-29",57,15,20
1083,"2024-06-17",97,35,21
579,"2024-04-29",73,21,19
2373,"2024-06-17",119,32,35
423,"2024-06-17",93,33,27
230,"2024-06-17",76,20,22
300,"2024-04-29",48,20,20
3261,"2024-08-12",130,30,26
1116,"2024-04-29",55,12,18
2265,"2024-06-17",108,31,31
955,"2024-06-17",100,28,35
3334,"2024-08-12",130,33,27
2410,"2024-06-17",74,26,24
1448,"2024-04-29",72,23,18
85,"2024-04-29",49,14,14
1233,"2024-05-20",64,23,19
2513,"2024-06-17",91,29,23
1444,"2024-04-29",76,22,21
1355,"2024-04-29",76,19,21
563,"2024-04-29",66,21,17
83,"2024-04-29",46,17,14
295,"2024-04-29",60,22,26
2618,"2024-06-17",92,27,33
2521,"2024-06-17",91,31,25
2359,"2024-06-17",96,31,25
1439,"2024-04-29",67,25,19
224,"2024-06-17",46,22,19
2406,"2024-06-17",124,34,33
352,"2024-04-29",75,15,19
77,"2024-04-29",144,36,30
3124,"2024-08-12",101,30,27
3329,"2024-08-12",151,35,31
2250,"2024-06-17",83,24,30
3236,"2024-08-12",105,32,25
3232,"2024-08-12",80,18,21
3394,"2024-08-12",51,22,8
2141,"2024-04-29",88,27,23
719,"2024-05-20",104,33,27
702,"2024-05-20",142,35,35
3263,"2024-08-12",146,33,25
1362,"2024-06-17",69,21,22
3452,"2024-08-12",118,32,23
2006,"2024-05-20",84,27,20
2363,"2024-06-17",134,32,35
1516,"2024-05-20",43,24,20
2603,"2024-06-17",101,31,21
3216,"2024-08-12",127,31,28
2519,"2024-06-17",82,28,21
1108,"2024-04-29",45,13,12
2520,"2024-06-17",70,23,26
1881,"2024-06-17",100,34,28
394,"2024-06-17",60,22,20
700,"2024-05-20",136,33,35
2271,"2024-06-17",75,23,24
3344,"2024-08-12",115,30,21
86,"2024-04-29",101,31,26
259,"2024-06-17",96,25,29
3128,"2024-08-12",111,35,32
2523,"2024-06-17",84,34,28
2264,"2024-06-17",63,21,22
2144,"2024-04-29",60,20,17
3174,"2024-08-12",55,18,22
1522,"2024-05-20",117,30,29
2802,"2024-08-12",115,29,29
996,"2024-04-29",57,16,16
640,"2024-06-17",71,21,22
623,"2024-06-17",65,23,21
929,"2024-04-29",82,20,22
1533,"2024-05-20",55,24,23
707,"2024-05-20",126,32,34
5,"2024-06-17",109,26,27
3275,"2024-08-12",82,23,20
2592,"2024-06-17",87,28,25
2348,"2024-06-17",94,34,30
76,"2024-04-29",97,24,24
1356,"2024-04-29",110,27,25
3294,"2024-08-12",90,26,19
1357,"2024-04-29",93,24,23
221,"2024-06-17",81,26,27
505,"2024-05-20",110,34,26
2522,"2024-06-17",53,26,15
2378,"2024-06-17",129,32,35
1349,"2024-04-29",113,27,25
1864,"2024-06-17",105,34,27
1526,"2024-05-20",101,29,23
361,"2024-04-29",79,20,19
4,"2024-06-17",115,27,26
785,"2024-05-20",84,22,24
1511,"2024-05-20",86,34,27
3309,"2024-08-12",79,27,22
3265,"2024-08-12",95,27,27
3113,"2024-08-12",136,28,28
13,"2024-06-17",97,25,26
2619,"2024-06-17",97,31,31
397,"2024-06-17",71,25,20
1303,"2024-05-20",79,22,31
3300,"2024-08-12",101,32,24
787,"2024-05-20",95,24,24
3291,"2024-08-12",94,28,23
2269,"2024-06-17",101,31,28
3270,"2024-08-12",131,29,27
775,"2024-05-20",103,25,26
2272,"2024-06-17",105,31,29
1482,"2024-05-20",74,26,24
3142,"2024-08-12",81,32,24
3250,"2024-08-12",80,24,23
469,"2024-05-20",92,22,22
1397,"2024-04-29",82,23,21
2340,"2024-06-17",67,31,23
7,"2024-06-17",102,24,26
887,"2024-06-17",101,29,31
482,"2024-05-20",141,35,29
1307,"2024-05-20",58,19,26
2262,"2024-06-17",60,21,24
885,"2024-06-17",88,32,35
1363,"2024-06-17",81,28,22
2412,"2024-06-17",108,25,27
1111,"2024-04-29",53,13,21
2370,"2024-06-17",115,32,35
2382,"2024-06-17",121,32,34
3154,"2024-08-12",100,35,31
2608,"2024-06-17",51,25,14
1520,"2024-05-20",86,29,24
1044,"2024-06-17",63,24,27
3114,"2024-08-12",140,32,31
1521,"2024-05-20",41,21,17
2364,"2024-06-17",121,34,35
2564,"2024-06-17",82,20,18
624,"2024-06-17",70,20,22
385,"2024-06-17",153,20,30
769,"2024-05-20",92,29,23
3384,"2024-08-12",65,19,15
3345,"2024-08-12",117,27,24
1027,"2024-04-29",84,25,30
1788,"2024-05-20",59,28,24
3107,"2024-08-12",95,28,21
26,"2024-06-17",101,25,27
271,"2024-06-17",85,21,27
2375,"2024-06-17",123,32,34
2270,"2024-06-17",128,36,35
609,"2024-04-29",65,24,17
3136,"2024-08-12",93,28,22
3418,"2024-08-12",109,29,20
1245,"2024-05-20",106,26,26
2506,"2024-06-17",99,26,27
3256,"2024-08-12",144,32,30
832,"2024-04-29",70,33,22
399,"2024-06-17",87,24,22
1475,"2024-05-20",70,23,24
1222,"2024-04-29",73,29,23
2524,"2024-06-17",81,33,25
2411,"2024-06-17",83,27,26
3365,"2024-08-12",153,36,28
1320,"2024-05-20",62,23,27
2573,"2024-05-20",114,29,30
398,"2024-06-17",72,21,18
1454,"2024-04-29",62,25,19
284,"2024-04-29",79,24,28
280,"2024-06-17",90,23,24
2401,"2024-06-17",83,29,27
1031,"2024-04-29",87,24,23
3157,"2024-08-12",102,32,31
1119,"2024-04-29",51,13,16
948,"2024-06-17",98,29,32
3477,"2024-08-12",82,21,17
258,"2024-06-17",57,19,21
928,"2024-04-29",54,19,18
359,"2024-04-29",78,17,19
2404,"2024-06-17",81,26,24
1360,"2024-06-17",67,19,21
1041,"2024-06-17",92,31,27
3271,"2024-08-12",100,21,22
3158,"2024-08-12",135,34,31
819,"2024-04-29",98,32,24
1023,"2024-04-29",69,24,23
3305,"2024-08-12",77,23,24
216,"2024-06-17",79,23,25
1107,"2024-04-29",42,13,12
3340,"2024-08-12",86,24,22
298,"2024-04-29",83,25,29
2252,"2024-06-17",83,24,27
2350,"2024-06-17",59,25,18
815,"2024-04-29",63,20,20
393,"2024-06-17",61,24,23
290,"2024-04-29",56,23,27
291,"2024-04-29",48,20,22
2392,"2024-06-17",110,32,27
3188,"2024-08-12",156,36,30
3378,"2024-08-12",54,18,12
2261,"2024-06-17",74,25,23
292,"2024-04-29",66,22,25
915,"2024-04-29",68,22,19
916,"2024-04-29",74,19,18
622,"2024-06-17",73,18,20
773,"2024-05-20",92,25,25
1302,"2024-05-20",70,21,30
724,"2024-05-20",110,33,28
1183,"2024-05-20",73,20,17
935,"2024-04-29",79,20,23
3177,"2024-08-12",121,34,27
924,"2024-04-29",84,19,22
618,"2024-06-17",69,22,20
463,"2024-05-20",96,24,22
1235,"2024-05-20",67,19,18
2560,"2024-06-17",112,27,23
1865,"2024-06-17",77,31,24
380,"2024-06-17",154,26,28
270,"2024-06-17",70,20,23
1225,"2024-04-29",68,29,21
3473,"2024-08-12",140,36,25
1468,"2024-05-20",76,22,24
621,"2024-06-17",82,20,21
3445,"2024-08-12",84,28,15
219,"2024-06-17",73,23,25
627,"2024-06-17",57,14,22
1509,"2024-05-20",48,23,19
3168,"2024-08-12",76,22,21
2342,"2024-06-17",60,23,26
3411,"2024-08-12",73,26,16
881,"2024-05-20",71,32,28
390,"2024-06-17",82,23,22
2405,"2024-06-17",102,30,30
1963,"2024-06-17",87,18,26
331,"2024-06-17",98,27,28
2606,"2024-06-17",74,31,21
3255,"2024-08-12",77,28,24
1419,"2024-04-29",120,31,31
1285,"2024-06-17",63,20,22
388,"2024-06-17",57,20,20
2244,"2024-06-17",95,26,21
1329,"2024-06-17",56,16,20
1197,"2024-06-17",97,31,24
1401,"2024-04-29",142,35,32
3080,"2024-08-12",104,35,21
2821,"2024-08-12",77,22,23
2569,"2024-05-20",136,30,29
340,"2024-06-17",86,20,24
1539,"2024-05-20",58,26,21
1084,"2024-06-17",91,36,23
1603,"2024-05-20",87,26,23
3122,"2024-08-12",81,18,20
2223,"2024-06-17",107,30,22
3215,"2024-08-12",113,33,29
3068,"2024-08-12",99,35,27
323,"2024-04-29",68,20,19
1811,"2024-04-29",96,25,25
1408,"2024-05-20",83,27,28
2085,"2024-06-17",111,28,27
2104,"2024-05-20",74,31,25
778,"2024-05-20",85,22,22
2287,"2024-06-17",97,24,28
873,"2024-05-20",61,31,27
2279,"2024-06-17",123,25,26
2127,"2024-06-17",92,25,27
1706,"2024-04-29",90,18,21
316,"2024-04-29",122,34,31
367,"2024-06-17",79,23,24
9,"2024-06-17",94,23,25
2082,"2024-05-20",71,30,29
2466,"2024-06-17",91,23,27
3387,"2024-08-12",92,28,27
19,"2024-06-17",64,21,20
370,"2024-06-17",152,22,24
405,"2024-06-17",60,23,23
1601,"2024-05-20",142,30,30
2816,"2024-08-12",57,13,22
57,"2024-04-29",39,20,18
1776,"2024-06-17",65,29,20
2501,"2024-06-17",97,27,23
951,"2024-06-17",80,25,33
683,"2024-05-20",85,28,28
856,"2024-05-20",110,33,29
2182,"2024-06-17",93,25,23
1242,"2024-05-20",52,15,11
407,"2024-06-17",57,23,21
1804,"2024-04-29",73,25,23
2078,"2024-04-29",77,27,24
1278,"2024-06-17",72,16,22
3443,"2024-08-12",139,25,31
2291,"2024-06-17",113,28,31
2571,"2024-05-20",134,23,31
3469,"2024-08-12",93,25,23
746,"2024-04-29",75,22,19
1673,"2024-05-20",56,22,25
788,"2024-04-29",74,20,23
1557,"2024-05-20",81,24,24
2442,"2024-06-17",116,30,25
60,"2024-04-29",55,23,26
1616,"2024-06-17",74,18,19
697,"2024-05-20",72,30,25
1602,"2024-05-20",113,29,30
3198,"2024-08-12",98,31,26
1696,"2024-04-29",93,17,17
1859,"2024-05-20",113,28,30
554,"2024-04-29",137,36,34
1874,"2024-06-17",47,13,17
2820,"2024-08-12",83,19,25
2532,"2024-06-17",88,32,25
2071,"2024-04-29",78,27,24
2827,"2024-08-12",39,20,20
676,"2024-05-20",86,28,25
1831,"2024-06-17",79,26,18
979,"2024-05-20",94,21,22
1406,"2024-05-20",79,27,28
718,"2024-05-20",74,30,23
1201,"2024-04-29",81,23,18
55,"2024-04-29",51,23,24
791,"2024-04-29",90,23,25
155,"2024-06-17",82,21,26
2390,"2024-06-17",104,35,30
3412,"2024-08-12",128,32,32
3466,"2024-08-12",100,29,25
319,"2024-04-29",53,22,18
1767,"2024-06-17",110,29,28
165,"2024-06-17",81,21,26
1887,"2024-06-17",119,34,28
41,"2024-06-17",96,28,29
974,"2024-05-20",108,26,27
63,"2024-04-29",52,23,20
1838,"2024-05-20",133,32,29
877,"2024-05-20",68,31,26
3175,"2024-08-12",92,30,25
2090,"2024-05-20",88,31,30
1203,"2024-04-29",133,29,25
1966,"2024-06-17",79,20,21
1321,"2024-06-17",63,20,22
366,"2024-06-17",77,24,23
2818,"2024-08-12",83,23,23
680,"2024-05-20",69,27,24
691,"2024-05-20",82,30,28
1612,"2024-06-17",102,29,28
38,"2024-06-17",71,24,22
1775,"2024-06-17",99,29,27
688,"2024-05-20",95,30,29
1843,"2024-05-20",148,34,31
542,"2024-04-29",67,22,21
795,"2024-04-29",73,19,20
742,"2024-04-29",40,14,20
3070,"2024-08-12",117,35,36
2834,"2024-08-12",89,22,22
2459,"2024-06-17",117,31,29
1611,"2024-06-17",131,31,27
350,"2024-06-17",82,19,21
159,"2024-06-17",82,20,26
158,"2024-06-17",83,21,26
1281,"2024-06-17",50,18,18
2237,"2024-06-17",65,27,24
3203,"2024-08-12",113,33,26
3071,"2024-08-12",91,33,35
1689,"2024-04-29",75,22,28
1055,"2024-04-29",72,25,23
2194,"2024-06-17",79,28,25
2447,"2024-06-17",121,26,29
1745,"2024-04-29",68,16,13
603,"2024-04-29",51,22,17
16,"2024-06-17",66,18,16
2095,"2024-05-20",108,34,31
40,"2024-06-17",43,10,16
1062,"2024-04-29",63,21,18
21,"2024-06-17",74,25,24
1968,"2024-06-17",92,27,29
1783,"2024-06-17",107,35,26
1217,"2024-06-17",80,25,29
693,"2024-05-20",76,28,27
797,"2024-04-29",71,20,20
3463,"2024-08-12",116,26,26
1215,"2024-06-17",99,25,28
3066,"2024-08-12",108,35,34
1677,"2024-05-20",47,17,19
1625,"2024-06-17",98,23,25
1535,"2024-05-20",78,22,30
2326,"2024-06-17",75,18,21
3088,"2024-08-12",97,35,35
1773,"2024-06-17",75,29,24
3218,"2024-08-12",120,30,27
3213,"2024-08-12",64,16,19
1546,"2024-05-20",83,25,33
1649,"2024-05-20",94,25,25
1756,"2024-06-17",66,26,19
799,"2024-04-29",70,20,19
615,"2024-06-17",44,18,18
2185,"2024-06-17",62,27,18
1629,"2024-06-17",115,30,31
753,"2024-04-29",49,16,22
2108,"2024-05-20",78,24,23
970,"2024-05-20",101,25,27
1744,"2024-04-29",92,18,25
318,"2024-04-29",75,20,21
2531,"2024-06-17",93,32,25
3425,"2024-08-12",131,31,31
1871,"2024-06-17",87,22,28
946,"2024-04-29",143,31,29
341,"2024-06-17",84,20,23
964,"2024-05-20",79,21,21
2462,"2024-06-17",89,31,25
2277,"2024-06-17",132,28,34
3450,"2024-08-12",68,19,24
2130,"2024-04-29",70,19,18
346,"2024-06-17",83,21,22
1702,"2024-04-29",97,28,34
3221,"2024-08-12",59,19,20
1284,"2024-06-17",63,20,23
437,"2024-04-29",75,23,19
1765,"2024-06-17",68,30,22
1326,"2024-06-17",56,17,19
694,"2024-05-20",109,30,28
527,"2024-05-20",101,31,36
1325,"2024-06-17",49,16,19
1772,"2024-06-17",75,27,22
1400,"2024-04-29",102,28,30
616,"2024-06-17",62,20,21
1127,"2024-06-17",102,22,28
2235,"2024-06-17",79,27,16
2331,"2024-06-17",66,15,28
3459,"2024-08-12",113,25,26
686,"2024-05-20",97,29,26
605,"2024-04-29",63,24,18
848,"2024-05-20",112,32,31
2828,"2024-08-12",115,27,28
2211,"2024-06-17",80,25,23
342,"2024-06-17",83,21,22
3419,"2024-08-12",76,22,22
1698,"2024-04-29",87,25,32
1244,"2024-06-17",67,18,22
2386,"2024-06-17",96,32,33
2508,"2024-06-17",102,23,21
1671,"2024-05-20",51,18,19
844,"2024-05-20",109,31,25
2131,"2024-04-29",42,13,14
732,"2024-04-29",79,22,21
2147,"2024-06-17",116,26,30
1664,"2024-05-20",76,20,31
1771,"2024-06-17",75,28,23
3379,"2024-08-12",71,20,22
3323,"2024-08-12",120,22,23
1570,"2024-06-17",117,31,29
853,"2024-05-20",110,31,31
334,"2024-06-17",93,20,24
2105,"2024-05-20",71,25,18
330,"2024-06-17",76,19,23
2441,"2024-06-17",123,30,23
1588,"2024-05-20",141,30,30
1173,"2024-05-20",73,22,18
551,"2024-04-29",128,34,34
3430,"2024-08-12",88,24,26
3200,"2024-08-12",116,35,26
1692,"2024-04-29",90,25,33
3464,"2024-08-12",136,24,29
2329,"2024-06-17",72,15,25
2453,"2024-06-17",95,32,27
3416,"2024-08-12",69,14,18
687,"2024-05-20",74,27,28
757,"2024-04-29",67,17,20
973,"2024-05-20",89,24,23
1323,"2024-06-17",64,18,21
1777,"2024-04-29",78,24,28
403,"2024-06-17",80,24,21
2216,"2024-06-17",83,31,22
2813,"2024-08-12",87,25,21
760,"2024-04-29",87,23,24
1661,"2024-05-20",78,29,26
1214,"2024-06-17",78,19,22
369,"2024-06-17",56,21,23
1494,"2024-06-17",90,28,27
1211,"2024-06-17",93,22,25
1493,"2024-06-17",104,29,26
2087,"2024-06-17",40,14,15
2209,"2024-06-17",84,29,21
1491,"2024-06-17",62,21,22
1196,"2024-06-17",58,17,19
160,"2024-06-17",85,20,26
1328,"2024-06-17",78,20,21
3470,"2024-08-12",110,26,26
1766,"2024-06-17",77,30,28
2274,"2024-06-17",53,23,22
1416,"2024-05-20",62,25,28
882,"2024-05-20",63,30,24
430,"2024-04-29",99,29,35
2233,"2024-06-17",58,26,21
2069,"2024-04-29",64,23,22
246,"2024-04-29",66,19,21
846,"2024-05-20",109,34,26
2809,"2024-08-12",68,23,22
429,"2024-04-29",96,32,32
602,"2024-04-29",58,22,18
347,"2024-06-17",68,17,17
1421,"2024-04-29",131,33,25
3302,"2024-08-12",90,22,20
3493,"2024-08-12",85,22,23
1052,"2024-04-29",80,25,29
1763,"2024-06-17",39,23,21
3488,"2024-08-12",108,25,24
871,"2024-05-20",65,31,28
62,"2024-04-29",59,25,24
1624,"2024-06-17",102,27,29
1280,"2024-06-17",70,20,23
1627,"2024-06-17",119,30,31
3442,"2024-08-12",110,28,25
852,"2024-05-20",108,28,27
536,"2024-04-29",74,21,22
2450,"2024-06-17",102,31,26
792,"2024-04-29",78,22,23
1427,"2024-04-29",122,28,30
3065,"2024-08-12",104,33,29
1216,"2024-06-17",85,23,25
1106,"2024-06-17",120,32,33
2187,"2024-06-17",80,27,27
339,"2024-06-17",80,23,25
2179,"2024-06-17",92,22,23
904,"2024-04-29",61,22,19
1705,"2024-04-29",86,19,22
969,"2024-05-20",114,26,27
2129,"2024-04-29",38,10,12
1134,"2024-04-29",43,26,16
685,"2024-05-20",70,29,27
1279,"2024-06-17",55,19,18
2080,"2024-04-29",63,20,20
906,"2024-04-29",57,20,19
2533,"2024-06-17",92,32,25
3079,"2024-08-12",116,36,36
2208,"2024-06-17",81,26,18
2808,"2024-08-12",87,21,28
2458,"2024-06-17",108,32,28
1077,"2024-06-17",92,34,21
1126,"2024-06-17",75,17,23
3217,"2024-08-12",99,30,24
253,"2024-04-29",66,23,19
322,"2024-04-29",65,21,18
879,"2024-05-20",62,28,24
3381,"2024-08-12",110,33,30
3429,"2024-08-12",90,25,26
3008,"2024-08-12",144,32,30
1615,"2024-06-17",86,25,23
1753,"2024-06-17",89,31,25
790,"2024-04-29",74,20,21
2504,"2024-06-17",82,24,20
1747,"2024-04-29",71,16,19
737,"2024-04-29",44,15,16
2822,"2024-08-12",121,28,29
3438,"2024-08-12",100,29,28
756,"2024-04-29",70,23,23
1704,"2024-04-29",94,26,34
501,"2024-05-20",82,28,22
1701,"2024-04-29",88,26,28
3462,"2024-08-12",107,32,28
2971,"2024-08-12",114,34,30
1918,"2024-06-17",62,17,25
1288,"2024-06-17",49,18,17
3520,"2024-08-12",79,22,17
156,"2024-06-17",82,21,26
1261,"2024-06-17",70,19,22
345,"2024-06-17",78,19,21
1061,"2024-04-29",85,22,19
2328,"2024-06-17",74,17,24
431,"2024-04-29",106,32,26
2286,"2024-06-17",94,20,27
320,"2024-04-29",80,23,23
1703,"2024-04-29",72,21,25
2281,"2024-06-17",93,22,28
1758,"2024-06-17",92,24,25
1760,"2024-06-17",61,29,23
2534,"2024-06-17",92,32,27
945,"2024-04-29",141,31,30
2588,"2024-04-29",89,24,23
2186,"2024-06-17",44,15,18
1423,"2024-04-29",116,25,26
2615,"2024-06-17",65,14,20
2238,"2024-06-17",49,25,25
321,"2024-04-29",69,21,21
1413,"2024-05-20",59,28,28
1079,"2024-06-17",74,32,24
2505,"2024-06-17",84,25,19
2461,"2024-06-17",69,30,20
2231,"2024-06-17",61,23,24
2278,"2024-06-17",113,24,29
1610,"2024-06-17",116,27,28
1410,"2024-05-20",62,28,28
2327,"2024-06-17",89,20,25
679,"2024-05-20",70,26,23
682,"2024-05-20",62,27,28
1195,"2024-06-17",70,21,18
745,"2024-04-29",75,22,20
1292,"2024-06-17",46,15,15
3490,"2024-08-12",53,22,16
2832,"2024-08-12",98,20,21
555,"2024-04-29",71,15,22
3408,"2024-08-12",110,31,24
2332,"2024-06-17",63,24,21
422,"2024-06-17",62,21,23
1241,"2024-06-17",87,28,27
2180,"2024-06-17",76,23,24
1813,"2024-04-29",90,25,25
545,"2024-04-29",100,28,28
3332,"2024-08-12",81,21,18
1674,"2024-05-20",79,20,30
608,"2024-04-29",64,25,20
1291,"2024-06-17",67,22,23
2207,"2024-06-17",89,28,25
1803,"2024-04-29",88,30,27
1618,"2024-06-17",81,22,19
1492,"2024-06-17",61,19,21
1327,"2024-06-17",39,16,15
3434,"2024-08-12",98,29,31
2530,"2024-06-17",63,30,23
3074,"2024-08-12",90,35,35
2189,"2024-06-17",67,26,23
740,"2024-04-29",68,22,22
599,"2024-04-29",62,23,21
329,"2024-04-29",69,21,19
2968,"2024-08-12",105,28,24
1411,"2024-05-20",54,22,29
1258,"2024-06-17",84,24,26
1164,"2024-06-17",102,33,28
2219,"2024-06-17",143,29,30
59,"2024-04-29",47,13,18
1287,"2024-06-17",46,20,19
1190,"2024-04-29",51,22,17
1827,"2024-06-17",78,21,22
