"Código","Cuatrimestre","Escala_Cog.","Escala_Mot.","Escala_Soc","Escala_Dis."
395,"2 (Abr-Jun)",92,23,56,26
1311,"3 (Jul-Sep)",79,25,62,32
1299,"2 (Abr-Jun)",84,30,67,28
274,"2 (Abr-Jun)",67,20,57,23
1035,"2 (Abr-Jun)",91,24,63,23
840,"2 (Abr-Jun)",84,26,55,24
1368,"2 (Abr-Jun)",88,29,50,23
3231,"2 (Abr-Jun)",105,30,62,25
959,"2 (Abr-Jun)",98,30,67,35
1016,"2 (Abr-Jun)",77,24,60,28
225,"2 (Abr-Jun)",73,24,42,22
3371,"2 (Abr-Jun)",144,36,53,31
2366,"2 (Abr-Jun)",98,32,70,34
3161,"2 (Abr-Jun)",116,32,57,28
980,"2 (Abr-Jun)",98,27,56,29
3249,"3 (Jul-Sep)",135,29,67,27
2394,"3 (Jul-Sep)",154,36,71,33
1876,"3 (Jul-Sep)",117,34,73,27
3310,"2 (Abr-Jun)",94,23,51,24
3130,"2 (Abr-Jun)",118,35,65,32
835,"2 (Abr-Jun)",118,34,75,28
641,"2 (Abr-Jun)",69,19,51,20
713,"3 (Jul-Sep)",131,32,70,32
1441,"3 (Jul-Sep)",66,26,53,22
2007,"3 (Jul-Sep)",74,23,59,20
1888,"3 (Jul-Sep)",109,34,76,27
3202,"2 (Abr-Jun)",130,25,59,31
3106,"3 (Jul-Sep)",79,26,46,20
3380,"2 (Abr-Jun)",140,35,56,32
2352,"3 (Jul-Sep)",100,34,76,29
1007,"3 (Jul-Sep)",64,17,48,16
637,"3 (Jul-Sep)",65,18,48,19
783,"3 (Jul-Sep)",71,19,49,22
949,"3 (Jul-Sep)",103,30,66,35
950,"3 (Jul-Sep)",99,28,64,30
958,"3 (Jul-Sep)",88,31,53,29
730,"3 (Jul-Sep)",76,26,48,21
2368,"2 (Abr-Jun)",112,32,69,35
3327,"3 (Jul-Sep)",88,24,57,24
1527,"3 (Jul-Sep)",121,35,72,29
383,"3 (Jul-Sep)",153,26,67,28
3164,"4 (Oct-Dic)",113,36,69,32
2255,"3 (Jul-Sep)",99,31,63,31
28,"3 (Jul-Sep)",99,23,57,25
1858,"3 (Jul-Sep)",118,31,73,28
1388,"3 (Jul-Sep)",86,23,56,20
2887,"3 (Jul-Sep)",90,30,61,24
358,"3 (Jul-Sep)",79,20,46,19
1361,"3 (Jul-Sep)",122,29,66,33
770,"3 (Jul-Sep)",98,24,59,23
1034,"3 (Jul-Sep)",83,24,51,23
1221,"3 (Jul-Sep)",92,27,56,24
1230,"2 (Abr-Jun)",95,25,64,25
3272,"3 (Jul-Sep)",121,31,58,26
1961,"3 (Jul-Sep)",153,36,78,32
3238,"3 (Jul-Sep)",89,24,56,27
1878,"3 (Jul-Sep)",114,34,75,28
93,"3 (Jul-Sep)",113,32,62,26
2341,"3 (Jul-Sep)",135,35,76,31
12,"3 (Jul-Sep)",108,27,60,27
3235,"3 (Jul-Sep)",108,32,62,23
1446,"3 (Jul-Sep)",70,22,48,22
3353,"3 (Jul-Sep)",138,29,58,31
1308,"3 (Jul-Sep)",89,26,65,30
3421,"3 (Jul-Sep)",94,28,60,21
15,"3 (Jul-Sep)",111,26,55,27
421,"3 (Jul-Sep)",89,31,61,25
930,"3 (Jul-Sep)",98,22,59,22
1517,"3 (Jul-Sep)",118,34,64,29
262,"3 (Jul-Sep)",121,30,70,31
2374,"3 (Jul-Sep)",131,33,77,35
6,"3 (Jul-Sep)",114,27,47,27
1373,"3 (Jul-Sep)",97,28,68,32
1014,"3 (Jul-Sep)",63,17,63,20
1353,"3 (Jul-Sep)",99,24,56,24
507,"3 (Jul-Sep)",115,29,53,26
828,"3 (Jul-Sep)",105,31,69,24
235,"3 (Jul-Sep)",79,22,36,24
3145,"3 (Jul-Sep)",80,28,61,21
839,"3 (Jul-Sep)",78,25,54,23
922,"3 (Jul-Sep)",55,21,51,17
1011,"3 (Jul-Sep)",57,18,46,18
372,"3 (Jul-Sep)",156,25,72,34
1085,"2 (Abr-Jun)",124,35,52,26
2590,"3 (Jul-Sep)",58,29,37,16
279,"3 (Jul-Sep)",45,22,46,21
1008,"3 (Jul-Sep)",80,22,53,22
426,"3 (Jul-Sep)",95,34,61,20
2355,"3 (Jul-Sep)",104,30,76,30
260,"3 (Jul-Sep)",95,26,68,31
2139,"3 (Jul-Sep)",75,20,54,18
286,"3 (Jul-Sep)",63,25,54,25
1514,"3 (Jul-Sep)",120,34,69,29
3225,"3 (Jul-Sep)",108,30,62,23
723,"3 (Jul-Sep)",102,32,65,26
1883,"3 (Jul-Sep)",112,34,60,28
3104,"3 (Jul-Sep)",59,20,50,19
2345,"3 (Jul-Sep)",102,35,77,31
717,"3 (Jul-Sep)",99,35,69,28
2361,"3 (Jul-Sep)",143,32,76,35
378,"3 (Jul-Sep)",147,26,78,28
2525,"3 (Jul-Sep)",67,27,58,21
3131,"3 (Jul-Sep)",82,30,55,25
1305,"3 (Jul-Sep)",65,20,61,31
261,"3 (Jul-Sep)",102,30,65,31
710,"3 (Jul-Sep)",129,33,74,34
1377,"3 (Jul-Sep)",112,26,61,30
816,"3 (Jul-Sep)",106,31,61,24
1372,"3 (Jul-Sep)",87,27,64,28
3368,"3 (Jul-Sep)",80,27,60,25
612,"3 (Jul-Sep)",78,25,60,21
1752,"3 (Jul-Sep)",136,36,78,31
2118,"3 (Jul-Sep)",77,26,51,23
1451,"3 (Jul-Sep)",52,23,55,21
981,"3 (Jul-Sep)",98,27,60,29
3264,"3 (Jul-Sep)",65,21,52,21
1229,"3 (Jul-Sep)",72,27,50,25
11,"3 (Jul-Sep)",100,24,56,26
1523,"3 (Jul-Sep)",57,25,55,20
3370,"3 (Jul-Sep)",141,36,68,31
714,"3 (Jul-Sep)",121,31,71,33
715,"3 (Jul-Sep)",126,34,73,35
869,"3 (Jul-Sep)",85,30,65,30
566,"3 (Jul-Sep)",88,26,57,24
1913,"3 (Jul-Sep)",111,30,68,25
373,"3 (Jul-Sep)",153,25,71,34
638,"3 (Jul-Sep)",81,22,58,22
2338,"3 (Jul-Sep)",67,34,70,28
408,"3 (Jul-Sep)",88,31,54,21
1886,"3 (Jul-Sep)",101,33,73,27
294,"3 (Jul-Sep)",69,24,55,27
1959,"3 (Jul-Sep)",154,35,77,28
3109,"3 (Jul-Sep)",72,18,52,19
708,"3 (Jul-Sep)",122,32,72,34
1962,"3 (Jul-Sep)",130,34,75,32
2344,"3 (Jul-Sep)",107,35,77,31
812,"3 (Jul-Sep)",97,31,68,26
1456,"3 (Jul-Sep)",65,23,51,17
2597,"3 (Jul-Sep)",34,26,33,8
1304,"3 (Jul-Sep)",85,25,63,32
296,"3 (Jul-Sep)",81,24,53,28
829,"3 (Jul-Sep)",62,30,58,24
387,"3 (Jul-Sep)",107,25,57,26
362,"3 (Jul-Sep)",78,18,46,19
1862,"3 (Jul-Sep)",112,29,73,31
1519,"3 (Jul-Sep)",67,29,62,21
1376,"2 (Abr-Jun)",85,23,61,30
2409,"3 (Jul-Sep)",111,29,67,29
991,"3 (Jul-Sep)",71,26,67,24
3375,"3 (Jul-Sep)",104,26,61,27
79,"3 (Jul-Sep)",112,33,61,29
1809,"3 (Jul-Sep)",106,23,63,25
272,"3 (Jul-Sep)",44,17,45,16
3498,"3 (Jul-Sep)",97,26,55,23
1857,"3 (Jul-Sep)",116,33,73,29
3358,"3 (Jul-Sep)",59,18,51,20
1882,"3 (Jul-Sep)",114,34,76,27
2362,"3 (Jul-Sep)",106,32,73,34
3190,"3 (Jul-Sep)",124,31,65,31
3112,"3 (Jul-Sep)",140,35,68,34
1510,"1 (Ene-Mar)",105,30,61,27
811,"3 (Jul-Sep)",82,28,65,23
3220,"3 (Jul-Sep)",92,25,53,23
1455,"3 (Jul-Sep)",69,25,51,19
382,"3 (Jul-Sep)",153,25,67,28
1530,"3 (Jul-Sep)",73,30,60,27
1366,"3 (Jul-Sep)",82,26,53,21
3341,"3 (Jul-Sep)",137,35,58,26
830,"3 (Jul-Sep)",111,21,61,23
3222,"3 (Jul-Sep)",112,30,58,30
1250,"3 (Jul-Sep)",110,31,54,28
1853,"3 (Jul-Sep)",156,36,78,33
1223,"3 (Jul-Sep)",71,26,64,22
2516,"3 (Jul-Sep)",81,34,68,24
2607,"3 (Jul-Sep)",38,24,39,9
1121,"3 (Jul-Sep)",41,11,38,14
1395,"3 (Jul-Sep)",85,27,57,24
3350,"3 (Jul-Sep)",104,28,53,25
424,"3 (Jul-Sep)",94,33,63,27
926,"3 (Jul-Sep)",96,25,70,29
1453,"3 (Jul-Sep)",60,24,51,19
2799,"2 (Abr-Jun)",103,29,64,27
1042,"3 (Jul-Sep)",83,26,70,22
3478,"4 (Oct-Dic)",106,30,52,23
1226,"3 (Jul-Sep)",62,26,55,21
988,"3 (Jul-Sep)",94,27,71,30
3169,"3 (Jul-Sep)",105,29,53,22
2248,"3 (Jul-Sep)",59,21,53,17
1528,"3 (Jul-Sep)",47,32,56,20
2612,"3 (Jul-Sep)",68,22,50,17
3183,"1 (Ene-Mar)",148,35,65,31
3335,"3 (Jul-Sep)",129,33,62,27
402,"3 (Jul-Sep)",56,23,57,21
374,"3 (Jul-Sep)",153,26,77,30
2515,"3 (Jul-Sep)",115,36,61,24
2251,"3 (Jul-Sep)",97,31,63,31
3180,"3 (Jul-Sep)",156,36,61,30
2258,"3 (Jul-Sep)",106,31,60,30
1374,"3 (Jul-Sep)",123,33,70,32
1748,"3 (Jul-Sep)",134,35,78,30
1219,"3 (Jul-Sep)",104,29,49,26
1868,"3 (Jul-Sep)",136,36,71,30
3325,"1 (Ene-Mar)",127,36,52,27
1252,"3 (Jul-Sep)",96,30,58,21
237,"3 (Jul-Sep)",58,15,38,18
2558,"3 (Jul-Sep)",86,30,49,22
3415,"3 (Jul-Sep)",118,31,62,26
1029,"3 (Jul-Sep)",89,25,56,23
3293,"3 (Jul-Sep)",101,27,55,23
1025,"3 (Jul-Sep)",83,25,62,25
1877,"3 (Jul-Sep)",97,34,73,26
557,"3 (Jul-Sep)",72,17,59,17
1189,"3 (Jul-Sep)",89,30,56,17
1114,"3 (Jul-Sep)",44,14,37,12
1808,"3 (Jul-Sep)",98,25,62,25
1112,"3 (Jul-Sep)",46,10,45,18
68,"3 (Jul-Sep)",80,29,57,22
813,"3 (Jul-Sep)",80,28,73,26
3159,"3 (Jul-Sep)",89,30,64,30
559,"3 (Jul-Sep)",77,25,67,29
89,"3 (Jul-Sep)",130,32,54,26
868,"3 (Jul-Sep)",81,32,53,32
3362,"3 (Jul-Sep)",101,29,57,26
1028,"3 (Jul-Sep)",90,25,48,20
425,"3 (Jul-Sep)",86,31,60,22
1036,"3 (Jul-Sep)",94,24,64,23
1319,"3 (Jul-Sep)",64,20,55,24
2598,"3 (Jul-Sep)",76,29,72,28
2803,"3 (Jul-Sep)",131,32,73,30
2610,"3 (Jul-Sep)",52,29,47,14
1118,"4 (Oct-Dic)",48,17,41,16
998,"3 (Jul-Sep)",75,20,52,21
2807,"4 (Oct-Dic)",101,31,61,24
301,"3 (Jul-Sep)",65,21,51,27
1087,"4 (Oct-Dic)",131,36,74,28
1358,"3 (Jul-Sep)",74,19,50,21
726,"4 (Oct-Dic)",114,32,65,27
80,"4 (Oct-Dic)",76,22,50,18
699,"4 (Oct-Dic)",93,30,65,24
561,"4 (Oct-Dic)",90,25,62,22
31,"4 (Oct-Dic)",105,27,58,27
392,"4 (Oct-Dic)",96,27,59,23
25,"4 (Oct-Dic)",110,28,60,27
1442,"4 (Oct-Dic)",61,18,52,21
1369,"4 (Oct-Dic)",102,33,68,28
703,"4 (Oct-Dic)",142,34,76,36
3229,"2 (Abr-Jun)",63,13,46,19
3417,"2 (Abr-Jun)",107,28,52,27
1791,"4 (Oct-Dic)",137,36,71,29
568,"4 (Oct-Dic)",85,25,45,21
903,"4 (Oct-Dic)",108,26,59,23
1370,"3 (Jul-Sep)",109,32,69,30
3223,"4 (Oct-Dic)",108,30,61,23
610,"4 (Oct-Dic)",77,27,56,22
1884,"4 (Oct-Dic)",119,34,73,28
833,"4 (Oct-Dic)",55,23,35,18
639,"4 (Oct-Dic)",73,20,57,21
3012,"4 (Oct-Dic)",120,33,64,28
2260,"1 (Ene-Mar)",113,29,57,28
917,"4 (Oct-Dic)",76,22,69,23
386,"4 (Oct-Dic)",73,22,58,26
3147,"4 (Oct-Dic)",102,34,64,30
3148,"4 (Oct-Dic)",102,34,64,30
3351,"3 (Jul-Sep)",99,24,56,18
293,"4 (Oct-Dic)",72,24,55,27
1020,"4 (Oct-Dic)",77,24,60,23
1515,"4 (Oct-Dic)",83,31,63,23
377,"3 (Jul-Sep)",145,26,78,34
2357,"1 (Ene-Mar)",68,27,69,21
3453,"2 (Abr-Jun)",90,27,63,18
220,"4 (Oct-Dic)",73,24,30,15
3182,"3 (Jul-Sep)",85,30,57,27
925,"4 (Oct-Dic)",107,27,70,29
952,"4 (Oct-Dic)",97,29,50,32
562,"4 (Oct-Dic)",62,25,46,19
1236,"4 (Oct-Dic)",45,18,45,15
1227,"4 (Oct-Dic)",73,27,51,19
1525,"4 (Oct-Dic)",126,34,73,29
2593,"4 (Oct-Dic)",57,27,42,16
3303,"4 (Oct-Dic)",99,29,58,23
712,"4 (Oct-Dic)",135,33,68,32
3176,"4 (Oct-Dic)",114,35,63,33
823,"4 (Oct-Dic)",65,29,60,20
3194,"3 (Jul-Sep)",85,26,57,25
2408,"4 (Oct-Dic)",112,29,65,31
1316,"4 (Oct-Dic)",101,29,62,28
841,"3 (Jul-Sep)",97,26,56,24
1315,"4 (Oct-Dic)",101,27,63,31
1449,"2 (Abr-Jun)",61,23,45,18
2349,"4 (Oct-Dic)",101,35,76,31
3414,"4 (Oct-Dic)",95,28,56,29
933,"4 (Oct-Dic)",85,23,59,24
3105,"3 (Jul-Sep)",94,26,55,21
371,"4 (Oct-Dic)",156,26,72,31
401,"4 (Oct-Dic)",57,24,53,19
722,"4 (Oct-Dic)",129,35,66,29
1178,"4 (Oct-Dic)",84,26,46,19
1301,"4 (Oct-Dic)",63,19,59,24
2574,"4 (Oct-Dic)",117,29,65,25
918,"4 (Oct-Dic)",65,13,46,16
920,"4 (Oct-Dic)",66,18,56,23
2800,"4 (Oct-Dic)",126,32,65,30
2517,"4 (Oct-Dic)",104,32,68,23
3152,"4 (Oct-Dic)",88,35,65,31
3282,"4 (Oct-Dic)",71,16,52,30
1089,"4 (Oct-Dic)",114,36,74,26
2380,"4 (Oct-Dic)",123,32,76,34
381,"4 (Oct-Dic)",154,26,76,28
384,"4 (Oct-Dic)",153,20,68,30
1352,"4 (Oct-Dic)",100,28,57,25
1807,"4 (Oct-Dic)",44,15,43,24
2407,"4 (Oct-Dic)",98,29,62,30
1518,"4 (Oct-Dic)",36,20,53,18
1298,"4 (Oct-Dic)",70,24,61,29
3245,"4 (Oct-Dic)",109,29,60,30
530,"4 (Oct-Dic)",101,25,56,24
232,"4 (Oct-Dic)",85,26,52,28
2346,"4 (Oct-Dic)",113,36,75,30
818,"4 (Oct-Dic)",73,29,69,20
3199,"2 (Abr-Jun)",105,30,53,26
3227,"4 (Oct-Dic)",109,26,61,24
87,"4 (Oct-Dic)",60,17,46,17
2611,"4 (Oct-Dic)",43,24,43,16
1880,"4 (Oct-Dic)",101,34,76,28
360,"4 (Oct-Dic)",77,18,46,19
1181,"4 (Oct-Dic)",76,25,47,20
8,"4 (Oct-Dic)",104,25,54,27
1318,"4 (Oct-Dic)",67,22,58,28
2273,"4 (Oct-Dic)",80,24,53,18
3297,"4 (Oct-Dic)",81,21,59,22
822,"4 (Oct-Dic)",116,32,74,26
1861,"4 (Oct-Dic)",113,28,62,30
1512,"4 (Oct-Dic)",64,29,59,19
90,"4 (Oct-Dic)",144,36,52,32
1860,"4 (Oct-Dic)",104,29,56,25
1312,"4 (Oct-Dic)",87,25,63,32
2561,"4 (Oct-Dic)",95,27,54,25
1792,"4 (Oct-Dic)",63,22,68,20
1532,"4 (Oct-Dic)",46,32,49,24
400,"4 (Oct-Dic)",105,26,61,23
1024,"4 (Oct-Dic)",84,25,63,24
1137,"4 (Oct-Dic)",124,32,77,26
613,"4 (Oct-Dic)",70,25,57,20
932,"4 (Oct-Dic)",94,21,65,26
572,"4 (Oct-Dic)",83,23,63,27
1120,"4 (Oct-Dic)",48,13,45,14
78,"4 (Oct-Dic)",132,35,54,23
1749,"4 (Oct-Dic)",69,31,71,19
1140,"4 (Oct-Dic)",51,28,43,21
3389,"4 (Oct-Dic)",73,26,53,15
821,"4 (Oct-Dic)",124,30,71,27
1019,"4 (Oct-Dic)",90,28,61,27
239,"4 (Oct-Dic)",89,24,56,30
3187,"4 (Oct-Dic)",88,23,57,24
2556,"4 (Oct-Dic)",73,24,49,18
2599,"4 (Oct-Dic)",73,28,52,22
1032,"4 (Oct-Dic)",81,24,51,23
265,"4 (Oct-Dic)",81,22,62,27
1367,"4 (Oct-Dic)",98,27,58,29
570,"4 (Oct-Dic)",89,23,68,33
1182,"4 (Oct-Dic)",73,21,52,18
2591,"4 (Oct-Dic)",45,24,40,10
67,"4 (Oct-Dic)",139,36,59,31
2143,"4 (Oct-Dic)",65,25,47,16
351,"4 (Oct-Dic)",94,23,47,21
2555,"4 (Oct-Dic)",55,17,57,17
838,"4 (Oct-Dic)",92,29,58,20
1914,"4 (Oct-Dic)",106,31,61,24
299,"4 (Oct-Dic)",67,19,55,27
779,"4 (Oct-Dic)",89,23,55,24
406,"3 (Jul-Sep)",95,27,51,24
3497,"4 (Oct-Dic)",136,33,70,33
2351,"4 (Oct-Dic)",93,34,71,31
786,"4 (Oct-Dic)",94,25,52,24
2559,"4 (Oct-Dic)",117,31,61,24
30,"4 (Oct-Dic)",111,25,58,27
1863,"4 (Oct-Dic)",117,33,74,27
3383,"3 (Jul-Sep)",75,24,58,18
409,"4 (Oct-Dic)",82,31,56,24
3111,"4 (Oct-Dic)",78,25,43,20
776,"4 (Oct-Dic)",68,17,48,21
2379,"4 (Oct-Dic)",125,27,77,35
2369,"4 (Oct-Dic)",125,32,75,35
1513,"4 (Oct-Dic)",35,21,45,16
3322,"3 (Jul-Sep)",86,26,51,23
389,"4 (Oct-Dic)",71,21,53,23
953,"4 (Oct-Dic)",78,28,67,30
961,"4 (Oct-Dic)",82,24,71,31
1001,"4 (Oct-Dic)",55,17,48,18
465,"4 (Oct-Dic)",131,28,51,24
29,"4 (Oct-Dic)",109,27,59,27
1852,"4 (Oct-Dic)",131,33,74,35
1109,"4 (Oct-Dic)",49,14,37,17
2557,"4 (Oct-Dic)",114,32,62,29
3482,"1 (Ene-Mar)",125,36,65,31
1390,"4 (Oct-Dic)",82,21,52,21
817,"4 (Oct-Dic)",109,31,76,27
2140,"4 (Oct-Dic)",77,25,43,23
353,"4 (Oct-Dic)",77,21,45,19
10,"4 (Oct-Dic)",83,22,48,24
1780,"4 (Oct-Dic)",100,34,66,29
2806,"1 (Ene-Mar)",90,29,63,26
1976,"4 (Oct-Dic)",137,36,67,30
1364,"4 (Oct-Dic)",84,22,61,20
3,"4 (Oct-Dic)",108,26,57,27
1238,"4 (Oct-Dic)",77,21,43,14
3160,"4 (Oct-Dic)",112,34,65,31
2365,"4 (Oct-Dic)",95,34,65,34
3166,"4 (Oct-Dic)",73,23,41,16
33,"4 (Oct-Dic)",104,24,46,24
556,"4 (Oct-Dic)",73,24,59,23
2804,"4 (Oct-Dic)",126,32,57,28
2138,"4 (Oct-Dic)",101,28,53,26
2137,"4 (Oct-Dic)",75,25,49,18
355,"4 (Oct-Dic)",81,19,46,19
1386,"4 (Oct-Dic)",72,20,56,20
375,"4 (Oct-Dic)",153,26,78,34
706,"4 (Oct-Dic)",123,31,69,31
427,"4 (Oct-Dic)",97,33,63,22
3337,"4 (Oct-Dic)",103,28,61,28
3172,"4 (Oct-Dic)",110,26,59,30
3364,"4 (Oct-Dic)",136,33,67,31
1037,"4 (Oct-Dic)",68,25,44,24
3266,"4 (Oct-Dic)",92,26,59,20
3108,"4 (Oct-Dic)",99,28,61,22
782,"4 (Oct-Dic)",86,22,53,23
2601,"4 (Oct-Dic)",36,25,32,11
642,"4 (Oct-Dic)",63,14,57,20
1136,"4 (Oct-Dic)",111,32,75,26
985,"4 (Oct-Dic)",73,24,51,24
227,"4 (Oct-Dic)",84,24,48,23
1383,"4 (Oct-Dic)",65,16,52,20
711,"4 (Oct-Dic)",105,31,73,31
88,"4 (Oct-Dic)",102,31,48,24
1228,"4 (Oct-Dic)",73,28,67,25
777,"4 (Oct-Dic)",87,23,52,24
931,"4 (Oct-Dic)",87,22,58,25
824,"4 (Oct-Dic)",108,31,70,24
2257,"4 (Oct-Dic)",80,21,55,23
27,"4 (Oct-Dic)",111,24,58,27
2263,"1 (Ene-Mar)",78,31,52,21
82,"4 (Oct-Dic)",103,35,58,22
825,"4 (Oct-Dic)",73,29,47,21
1445,"4 (Oct-Dic)",77,24,49,22
1855,"1 (Ene-Mar)",116,30,76,29
354,"1 (Ene-Mar)",80,21,49,19
1017,"1 (Ene-Mar)",85,27,63,24
3246,"1 (Ene-Mar)",84,15,48,23
2114,"1 (Ene-Mar)",61,23,56,24
467,"1 (Ene-Mar)",105,28,55,26
919,"1 (Ene-Mar)",79,23,64,24
1375,"4 (Oct-Dic)",100,30,71,32
69,"1 (Ene-Mar)",106,31,49,22
2354,"1 (Ene-Mar)",63,28,61,22
1452,"1 (Ene-Mar)",54,23,50,22
240,"4 (Oct-Dic)",92,26,61,30
3400,"4 (Oct-Dic)",75,21,59,14
780,"4 (Oct-Dic)",96,19,54,24
1240,"1 (Ene-Mar)",70,22,50,14
2256,"1 (Ene-Mar)",80,24,58,23
2376,"4 (Oct-Dic)",121,32,76,34
3480,"3 (Jul-Sep)",156,36,65,23
947,"1 (Ene-Mar)",110,27,55,28
962,"4 (Oct-Dic)",81,31,43,23
2367,"1 (Ene-Mar)",117,32,71,35
1110,"1 (Ene-Mar)",57,15,49,20
1083,"1 (Ene-Mar)",97,35,67,21
579,"1 (Ene-Mar)",73,21,40,19
2373,"4 (Oct-Dic)",119,32,77,35
423,"1 (Ene-Mar)",93,33,61,27
230,"1 (Ene-Mar)",76,20,55,22
300,"4 (Oct-Dic)",48,20,51,20
3261,"1 (Ene-Mar)",130,30,60,26
1116,"1 (Ene-Mar)",55,12,51,18
2265,"1 (Ene-Mar)",108,31,61,31
955,"1 (Ene-Mar)",100,28,67,35
3334,"1 (Ene-Mar)",130,33,68,27
2410,"1 (Ene-Mar)",74,26,52,24
1448,"4 (Oct-Dic)",72,23,47,18
85,"1 (Ene-Mar)",49,14,44,14
1233,"1 (Ene-Mar)",64,23,47,19
2513,"1 (Ene-Mar)",91,29,67,23
1444,"1 (Ene-Mar)",76,22,50,21
1355,"1 (Ene-Mar)",76,19,53,21
563,"1 (Ene-Mar)",66,21,52,17
83,"1 (Ene-Mar)",46,17,38,14
295,"4 (Oct-Dic)",60,22,55,26
2618,"1 (Ene-Mar)",92,27,72,33
2521,"1 (Ene-Mar)",91,31,66,25
2359,"1 (Ene-Mar)",96,31,72,25
1439,"1 (Ene-Mar)",67,25,48,19
224,"1 (Ene-Mar)",46,22,47,19
2406,"1 (Ene-Mar)",124,34,70,33
352,"1 (Ene-Mar)",75,15,45,19
77,"1 (Ene-Mar)",144,36,65,30
3124,"1 (Ene-Mar)",101,30,64,27
3329,"1 (Ene-Mar)",151,35,74,31
2250,"1 (Ene-Mar)",83,24,56,30
3236,"1 (Ene-Mar)",105,32,57,25
3232,"1 (Ene-Mar)",80,18,43,21
3394,"4 (Oct-Dic)",51,22,44,8
2141,"1 (Ene-Mar)",88,27,53,23
719,"1 (Ene-Mar)",104,33,68,27
702,"1 (Ene-Mar)",142,35,76,35
3263,"1 (Ene-Mar)",146,33,66,25
1362,"1 (Ene-Mar)",69,21,55,22
3452,"1 (Ene-Mar)",118,32,61,23
2006,"1 (Ene-Mar)",84,27,61,20
2363,"1 (Ene-Mar)",134,32,76,35
1516,"1 (Ene-Mar)",43,24,56,20
2603,"2 (Abr-Jun)",101,31,53,21
3216,"1 (Ene-Mar)",127,31,53,28
2519,"1 (Ene-Mar)",82,28,69,21
1108,"1 (Ene-Mar)",45,13,37,12
2520,"1 (Ene-Mar)",70,23,59,26
1881,"1 (Ene-Mar)",100,34,76,28
394,"1 (Ene-Mar)",60,22,49,20
700,"1 (Ene-Mar)",136,33,75,35
2271,"1 (Ene-Mar)",75,23,57,24
3344,"1 (Ene-Mar)",115,30,59,21
86,"1 (Ene-Mar)",101,31,48,26
259,"1 (Ene-Mar)",96,25,63,29
3128,"1 (Ene-Mar)",111,35,66,32
2523,"1 (Ene-Mar)",84,34,73,28
2264,"1 (Ene-Mar)",63,21,52,22
2144,"1 (Ene-Mar)",60,20,44,17
3174,"1 (Ene-Mar)",55,18,46,22
1522,"1 (Ene-Mar)",117,30,69,29
2802,"1 (Ene-Mar)",115,29,58,29
996,"1 (Ene-Mar)",57,16,47,16
640,"1 (Ene-Mar)",71,21,54,22
623,"1 (Ene-Mar)",65,23,49,21
929,"3 (Jul-Sep)",82,20,60,22
1533,"1 (Ene-Mar)",55,24,43,23
707,"1 (Ene-Mar)",126,32,75,34
5,"1 (Ene-Mar)",109,26,56,27
3275,"1 (Ene-Mar)",82,23,50,20
2592,"1 (Ene-Mar)",87,28,64,25
2348,"1 (Ene-Mar)",94,34,76,30
76,"1 (Ene-Mar)",97,24,54,24
1356,"3 (Jul-Sep)",110,27,61,25
3294,"1 (Ene-Mar)",90,26,54,19
1357,"1 (Ene-Mar)",93,24,59,23
221,"1 (Ene-Mar)",81,26,48,27
505,"1 (Ene-Mar)",110,34,60,26
2522,"1 (Ene-Mar)",53,26,58,15
2378,"1 (Ene-Mar)",129,32,77,35
1349,"1 (Ene-Mar)",113,27,50,25
1864,"1 (Ene-Mar)",105,34,75,27
1526,"1 (Ene-Mar)",101,29,69,23
361,"3 (Jul-Sep)",79,20,49,19
4,"2 (Abr-Jun)",115,27,57,26
785,"1 (Ene-Mar)",84,22,52,24
1511,"2 (Abr-Jun)",86,34,60,27
3309,"1 (Ene-Mar)",79,27,49,22
3265,"1 (Ene-Mar)",95,27,58,27
3113,"1 (Ene-Mar)",136,28,62,28
13,"1 (Ene-Mar)",97,25,55,26
2619,"1 (Ene-Mar)",97,31,75,31
397,"1 (Ene-Mar)",71,25,57,20
1303,"1 (Ene-Mar)",79,22,63,31
3300,"1 (Ene-Mar)",101,32,61,24
787,"1 (Ene-Mar)",95,24,53,24
3291,"1 (Ene-Mar)",94,28,58,23
2269,"1 (Ene-Mar)",101,31,61,28
3270,"1 (Ene-Mar)",131,29,54,27
775,"1 (Ene-Mar)",103,25,54,26
2272,"1 (Ene-Mar)",105,31,62,29
3142,"4 (Oct-Dic)",81,32,62,24
3250,"1 (Ene-Mar)",80,24,57,23
469,"1 (Ene-Mar)",92,22,52,22
1397,"1 (Ene-Mar)",82,23,56,21
2340,"1 (Ene-Mar)",67,31,66,23
7,"1 (Ene-Mar)",102,24,46,26
887,"1 (Ene-Mar)",101,29,70,31
482,"2 (Abr-Jun)",141,35,62,29
1307,"1 (Ene-Mar)",58,19,57,26
2262,"1 (Ene-Mar)",60,21,52,24
885,"1 (Ene-Mar)",88,32,44,35
1363,"1 (Ene-Mar)",81,28,58,22
2412,"1 (Ene-Mar)",108,25,66,27
1111,"1 (Ene-Mar)",53,13,56,21
2370,"4 (Oct-Dic)",115,32,75,35
2382,"1 (Ene-Mar)",121,32,65,34
3154,"1 (Ene-Mar)",100,35,66,31
2608,"1 (Ene-Mar)",51,25,37,14
1520,"1 (Ene-Mar)",86,29,59,24
1044,"1 (Ene-Mar)",63,24,58,27
3114,"1 (Ene-Mar)",140,32,56,31
1521,"1 (Ene-Mar)",41,21,52,17
