"Código","Cuatrimestre","Escala_Cog.","Escala_Mot.","Escala_Soc","Escala_Dis."
3479,"4 (Oct-Dic)",65,22,52,19
1188,"4 (Oct-Dic)",67,20,62,24
3372,"4 (Oct-Dic)",91,30,60,28
1177,"3 (Jul-Sep)",77,19,50,19
415,"4 (Oct-Dic)",96,33,65,31
416,"3 (Jul-Sep)",98,34,69,31
3420,"4 (Oct-Dic)",138,25,60,28
1675,"4 (Oct-Dic)",59,18,51,24
1690,"4 (Oct-Dic)",95,28,65,32
1608,"3 (Jul-Sep)",107,30,65,27
2086,"2 (Abr-Jun)",94,24,49,22
1174,"3 (Jul-Sep)",61,19,41,18
1078,"4 (Oct-Dic)",64,27,60,18
1830,"4 (Oct-Dic)",84,29,58,26
3377,"4 (Oct-Dic)",59,18,59,22
3324,"4 (Oct-Dic)",73,16,46,22
1544,"4 (Oct-Dic)",62,21,55,21
2243,"4 (Oct-Dic)",46,20,62,27
3277,"4 (Oct-Dic)",90,28,57,22
1870,"4 (Oct-Dic)",64,16,55,21
635,"4 (Oct-Dic)",46,16,48,18
1075,"4 (Oct-Dic)",147,31,66,31
58,"4 (Oct-Dic)",40,20,52,17
2288,"4 (Oct-Dic)",86,23,53,25
1846,"4 (Oct-Dic)",126,32,75,31
1566,"4 (Oct-Dic)",63,16,57,20
2826,"4 (Oct-Dic)",98,23,59,24
1872,"4 (Oct-Dic)",83,26,65,26
171,"4 (Oct-Dic)",80,21,55,26
170,"4 (Oct-Dic)",80,21,55,26
3181,"4 (Oct-Dic)",101,27,68,24
1762,"4 (Oct-Dic)",121,32,77,29
2460,"4 (Oct-Dic)",81,32,62,25
2133,"4 (Oct-Dic)",67,20,52,17
2222,"4 (Oct-Dic)",71,28,52,18
1490,"4 (Oct-Dic)",78,17,47,19
675,"4 (Oct-Dic)",62,22,66,24
674,"4 (Oct-Dic)",62,22,66,24
1632,"4 (Oct-Dic)",84,20,62,19
2099,"4 (Oct-Dic)",58,21,44,16
2276,"4 (Oct-Dic)",61,24,55,22
975,"4 (Oct-Dic)",80,17,50,18
23,"4 (Oct-Dic)",41,16,42,15
744,"4 (Oct-Dic)",69,21,60,21
1622,"1 (Ene-Mar)",97,23,55,26
968,"4 (Oct-Dic)",84,19,55,24
3321,"4 (Oct-Dic)",148,25,71,35
3326,"3 (Jul-Sep)",142,29,55,31
3489,"4 (Oct-Dic)",92,30,60,28
2246,"2 (Abr-Jun)",40,11,48,15
337,"4 (Oct-Dic)",64,14,54,21
508,"4 (Oct-Dic)",85,20,56,19
1541,"4 (Oct-Dic)",75,22,57,22
1695,"4 (Oct-Dic)",83,17,45,17
1540,"4 (Oct-Dic)",59,18,58,22
601,"4 (Oct-Dic)",55,22,40,20
506,"2 (Abr-Jun)",95,29,60,34
976,"4 (Oct-Dic)",99,23,54,25
1082,"4 (Oct-Dic)",85,29,70,26
417,"4 (Oct-Dic)",119,34,67,33
2245,"4 (Oct-Dic)",71,24,61,22
2570,"4 (Oct-Dic)",51,16,53,18
432,"4 (Oct-Dic)",88,31,63,29
535,"4 (Oct-Dic)",73,20,50,22
2507,"4 (Oct-Dic)",81,18,52,22
3397,"4 (Oct-Dic)",129,29,75,33
169,"4 (Oct-Dic)",74,22,49,25
789,"4 (Oct-Dic)",76,20,56,23
2275,"4 (Oct-Dic)",54,21,57,20
2527,"4 (Oct-Dic)",48,15,53,22
1619,"4 (Oct-Dic)",81,19,56,20
2315,"4 (Oct-Dic)",101,33,75,33
1585,"4 (Oct-Dic)",80,22,58,24
1626,"4 (Oct-Dic)",102,26,53,25
435,"4 (Oct-Dic)",117,30,69,31
636,"4 (Oct-Dic)",69,20,55,23
1663,"4 (Oct-Dic)",71,23,53,29
695,"4 (Oct-Dic)",66,27,64,25
3444,"4 (Oct-Dic)",86,34,61,17
1676,"4 (Oct-Dic)",67,20,47,27
3212,"4 (Oct-Dic)",112,33,75,27
1743,"4 (Oct-Dic)",92,19,62,26
2833,"4 (Oct-Dic)",57,20,54,20
738,"4 (Oct-Dic)",44,19,50,22
1917,"4 (Oct-Dic)",87,24,62,25
2005,"4 (Oct-Dic)",62,25,61,21
1774,"4 (Oct-Dic)",83,29,77,22
39,"4 (Oct-Dic)",60,22,52,20
1623,"4 (Oct-Dic)",113,25,62,31
1488,"3 (Jul-Sep)",62,17,47,19
436,"4 (Oct-Dic)",84,22,43,24
1768,"4 (Oct-Dic)",52,24,60,23
1932,"4 (Oct-Dic)",77,21,58,24
1392,"4 (Oct-Dic)",77,22,44,19
2083,"4 (Oct-Dic)",61,25,56,29
1194,"4 (Oct-Dic)",87,21,70,29
3307,"4 (Oct-Dic)",98,22,47,25
1420,"4 (Oct-Dic)",112,28,62,31
1930,"4 (Oct-Dic)",75,18,50,16
2204,"4 (Oct-Dic)",99,27,66,25
3077,"2 (Abr-Jun)",116,36,76,36
1845,"4 (Oct-Dic)",106,30,71,29
1489,"4 (Oct-Dic)",79,29,48,23
1759,"4 (Oct-Dic)",42,24,70,21
2446,"4 (Oct-Dic)",74,31,54,26
1275,"4 (Oct-Dic)",100,24,65,27
1202,"4 (Oct-Dic)",100,28,65,28
1556,"4 (Oct-Dic)",48,20,57,21
2388,"4 (Oct-Dic)",94,31,69,33
1426,"4 (Oct-Dic)",69,24,47,19
1296,"4 (Oct-Dic)",50,18,64,18
1123,"4 (Oct-Dic)",73,14,60,22
1186,"4 (Oct-Dic)",77,24,42,18
1239,"4 (Oct-Dic)",68,20,62,22
1693,"4 (Oct-Dic)",94,18,60,19
1757,"4 (Oct-Dic)",59,27,71,21
3448,"1 (Ene-Mar)",76,25,51,13
1688,"4 (Oct-Dic)",86,19,69,26
752,"4 (Oct-Dic)",72,22,56,20
3084,"4 (Oct-Dic)",85,30,68,33
598,"4 (Oct-Dic)",67,22,45,17
3009,"4 (Oct-Dic)",101,30,70,27
743,"4 (Oct-Dic)",75,24,61,18
3328,"4 (Oct-Dic)",91,19,47,20
1715,"4 (Oct-Dic)",74,24,70,26
1634,"4 (Oct-Dic)",68,19,50,18
550,"4 (Oct-Dic)",83,26,51,21
2202,"4 (Oct-Dic)",75,19,57,21
1700,"4 (Oct-Dic)",75,23,67,23
49,"4 (Oct-Dic)",49,21,50,18
2502,"4 (Oct-Dic)",49,15,46,19
1605,"4 (Oct-Dic)",97,29,62,25
1129,"4 (Oct-Dic)",101,23,64,27
3432,"4 (Oct-Dic)",109,29,71,26
2829,"4 (Oct-Dic)",120,25,67,29
2203,"4 (Oct-Dic)",121,33,76,34
51,"4 (Oct-Dic)",37,16,50,17
2221,"4 (Oct-Dic)",73,22,58,20
2226,"4 (Oct-Dic)",71,24,60,19
3426,"3 (Jul-Sep)",137,32,77,30
1571,"4 (Oct-Dic)",120,33,69,28
749,"4 (Oct-Dic)",64,20,56,21
1769,"4 (Oct-Dic)",40,22,70,19
1770,"4 (Oct-Dic)",36,22,59,17
1403,"4 (Oct-Dic)",62,17,48,17
1243,"4 (Oct-Dic)",69,18,62,22
1059,"4 (Oct-Dic)",86,23,50,21
733,"4 (Oct-Dic)",56,18,56,20
2293,"4 (Oct-Dic)",90,22,59,27
2817,"4 (Oct-Dic)",79,22,47,21
2236,"4 (Oct-Dic)",54,23,55,26
1755,"4 (Oct-Dic)",37,17,56,16
3195,"4 (Oct-Dic)",72,32,62,21
971,"4 (Oct-Dic)",80,21,51,23
1754,"4 (Oct-Dic)",64,25,65,20
1293,"3 (Jul-Sep)",52,20,60,21
1785,"4 (Oct-Dic)",69,23,50,17
1927,"4 (Oct-Dic)",84,22,56,23
2830,"4 (Oct-Dic)",60,23,56,21
1707,"4 (Oct-Dic)",75,18,56,14
251,"4 (Oct-Dic)",60,21,49,19
2077,"4 (Oct-Dic)",73,24,61,24
1694,"4 (Oct-Dic)",90,21,57,18
2224,"4 (Oct-Dic)",84,27,68,21
3457,"4 (Oct-Dic)",112,23,57,30
3523,"4 (Oct-Dic)",83,24,59,18
2445,"4 (Oct-Dic)",134,32,70,27
1965,"4 (Oct-Dic)",83,25,62,27
3392,"4 (Oct-Dic)",131,25,70,30
537,"4 (Oct-Dic)",60,16,50,19
2616,"4 (Oct-Dic)",59,16,60,22
2,"4 (Oct-Dic)",52,20,44,23
1635,"4 (Oct-Dic)",81,22,59,27
3399,"4 (Oct-Dic)",99,22,65,31
2292,"4 (Oct-Dic)",64,17,54,24
2537,"4 (Oct-Dic)",85,31,65,25
1199,"4 (Oct-Dic)",67,20,49,21
1208,"4 (Oct-Dic)",67,22,47,21
2084,"4 (Oct-Dic)",98,20,63,29
2810,"4 (Oct-Dic)",105,20,59,26
161,"4 (Oct-Dic)",85,20,55,26
794,"4 (Oct-Dic)",77,22,56,21
61,"4 (Oct-Dic)",41,20,52,18
1210,"4 (Oct-Dic)",75,22,56,22
2206,"4 (Oct-Dic)",79,24,48,23
2528,"4 (Oct-Dic)",76,28,68,25
3178,"4 (Oct-Dic)",87,31,71,24
967,"4 (Oct-Dic)",103,25,53,27
54,"4 (Oct-Dic)",64,21,57,25
249,"4 (Oct-Dic)",67,20,50,21
1711,"4 (Oct-Dic)",70,25,65,24
1218,"4 (Oct-Dic)",96,29,68,29
747,"4 (Oct-Dic)",53,18,58,21
2205,"4 (Oct-Dic)",109,22,60,22
1283,"4 (Oct-Dic)",42,15,59,19
798,"4 (Oct-Dic)",75,21,54,24
1795,"4 (Oct-Dic)",89,28,60,28
633,"4 (Oct-Dic)",50,19,50,21
1418,"4 (Oct-Dic)",117,29,66,30
793,"3 (Jul-Sep)",73,21,54,20
2073,"4 (Oct-Dic)",70,22,57,20
1606,"4 (Oct-Dic)",112,30,65,29
1607,"4 (Oct-Dic)",80,22,58,18
344,"4 (Oct-Dic)",71,15,54,21
735,"4 (Oct-Dic)",70,19,57,22
1633,"4 (Oct-Dic)",77,21,47,17
2811,"4 (Oct-Dic)",50,19,48,20
905,"4 (Oct-Dic)",77,25,50,22
2587,"4 (Oct-Dic)",45,17,47,17
1746,"4 (Oct-Dic)",80,18,58,18
2225,"1 (Ene-Mar)",81,23,56,25
1934,"1 (Ene-Mar)",79,21,56,23
1289,"4 (Oct-Dic)",70,24,63,24
684,"1 (Ene-Mar)",74,26,65,29
3011,"1 (Ene-Mar)",98,22,48,21
3006,"1 (Ene-Mar)",101,22,62,23
1175,"1 (Ene-Mar)",51,16,33,15
1060,"1 (Ene-Mar)",54,18,50,18
2585,"1 (Ene-Mar)",81,24,51,22
907,"1 (Ene-Mar)",37,19,48,15
1425,"1 (Ene-Mar)",77,26,41,18
3451,"1 (Ene-Mar)",85,23,61,22
2831,"1 (Ene-Mar)",81,18,57,21
544,"1 (Ene-Mar)",54,17,45,20
3251,"1 (Ene-Mar)",72,21,43,18
2814,"1 (Ene-Mar)",74,22,59,22
3390,"1 (Ene-Mar)",52,15,43,18
1081,"1 (Ene-Mar)",104,35,71,25
1787,"1 (Ene-Mar)",110,33,64,33
2230,"1 (Ene-Mar)",46,16,48,19
2232,"1 (Ene-Mar)",58,20,45,20
2455,"1 (Ene-Mar)",106,28,61,28
944,"1 (Ene-Mar)",138,30,47,29
677,"1 (Ene-Mar)",88,28,63,26
689,"1 (Ene-Mar)",72,27,63,24
2823,"1 (Ene-Mar)",81,23,58,23
1276,"1 (Ene-Mar)",84,20,62,23
1617,"4 (Oct-Dic)",126,23,56,27
1412,"1 (Ene-Mar)",55,25,56,28
2280,"1 (Ene-Mar)",92,23,63,31
3404,"1 (Ene-Mar)",137,25,67,31
1666,"1 (Ene-Mar)",51,19,48,21
2325,"1 (Ene-Mar)",66,15,48,26
3465,"1 (Ene-Mar)",94,31,56,27
1650,"1 (Ene-Mar)",80,29,56,24
2535,"1 (Ene-Mar)",86,33,66,27
3211,"1 (Ene-Mar)",75,32,73,24
2295,"1 (Ene-Mar)",90,21,53,27
3455,"1 (Ene-Mar)",51,10,53,19
35,"1 (Ene-Mar)",42,17,48,18
3063,"1 (Ene-Mar)",116,34,64,35
1778,"1 (Ene-Mar)",86,24,52,22
1393,"1 (Ene-Mar)",70,17,49,19
857,"1 (Ene-Mar)",61,13,43,24
1716,"1 (Ene-Mar)",81,28,69,31
1873,"4 (Oct-Dic)",68,21,40,19
1636,"1 (Ene-Mar)",83,19,49,13
3396,"1 (Ene-Mar)",78,21,52,21
883,"1 (Ene-Mar)",61,30,53,22
2825,"1 (Ene-Mar)",56,21,46,19
2181,"1 (Ene-Mar)",99,26,49,24
1989,"1 (Ene-Mar)",66,26,41,17
1613,"1 (Ene-Mar)",86,23,49,23
3496,"1 (Ene-Mar)",105,27,59,24
1187,"1 (Ene-Mar)",77,19,50,19
943,"1 (Ene-Mar)",139,31,44,28
2970,"1 (Ene-Mar)",82,22,62,24
332,"1 (Ene-Mar)",87,19,55,23
942,"1 (Ene-Mar)",142,31,45,31
1125,"1 (Ene-Mar)",76,18,61,23
50,"1 (Ene-Mar)",37,14,48,18
2123,"1 (Ene-Mar)",60,25,61,18
2815,"1 (Ene-Mar)",68,23,49,20
3276,"1 (Ene-Mar)",91,14,59,26
854,"1 (Ene-Mar)",105,31,78,29
324,"1 (Ene-Mar)",67,20,61,19
849,"1 (Ene-Mar)",107,33,68,31
1764,"1 (Ene-Mar)",46,25,62,21
913,"1 (Ene-Mar)",50,19,53,20
2454,"1 (Ene-Mar)",86,28,61,25
2962,"1 (Ene-Mar)",101,25,62,29
365,"1 (Ene-Mar)",51,22,54,23
2132,"1 (Ene-Mar)",46,15,45,17
2183,"1 (Ene-Mar)",53,18,54,21
1651,"1 (Ene-Mar)",79,28,57,25
254,"1 (Ene-Mar)",55,17,49,19
539,"1 (Ene-Mar)",65,22,54,21
3474,"1 (Ene-Mar)",106,25,59,24
1213,"1 (Ene-Mar)",80,20,61,24
1295,"1 (Ene-Mar)",60,19,65,23
912,"1 (Ene-Mar)",35,15,48,13
3522,"1 (Ene-Mar)",66,22,35,15
1133,"1 (Ene-Mar)",33,25,41,16
2290,"1 (Ene-Mar)",39,13,41,15
3410,"1 (Ene-Mar)",53,20,42,17
941,"2 (Abr-Jun)",143,30,45,30
600,"1 (Ene-Mar)",58,23,54,19
802,"1 (Ene-Mar)",68,22,56,18
3494,"1 (Ene-Mar)",89,22,59,22
411,"1 (Ene-Mar)",32,18,51,8
1779,"1 (Ene-Mar)",85,24,55,26
2128,"1 (Ene-Mar)",74,21,60,22
842,"1 (Ene-Mar)",117,34,73,31
3007,"1 (Ene-Mar)",80,30,67,29
1379,"1 (Ene-Mar)",78,21,49,22
3403,"1 (Ene-Mar)",85,24,57,23
1712,"1 (Ene-Mar)",82,26,69,26
1699,"1 (Ene-Mar)",95,25,69,32
914,"1 (Ene-Mar)",35,16,50,14
1422,"1 (Ene-Mar)",116,28,61,31
1847,"1 (Ene-Mar)",77,21,70,28
3471,"1 (Ene-Mar)",99,23,59,28
250,"1 (Ene-Mar)",60,21,49,20
1260,"1 (Ene-Mar)",76,19,54,22
1812,"1 (Ene-Mar)",77,23,63,25
1080,"1 (Ene-Mar)",72,31,68,24
1409,"1 (Ene-Mar)",58,25,61,29
348,"1 (Ene-Mar)",71,15,53,20
3422,"1 (Ene-Mar)",72,20,61,22
606,"1 (Ene-Mar)",53,22,55,17
3521,"1 (Ene-Mar)",102,28,54,19
1614,"1 (Ene-Mar)",82,25,63,23
2088,"1 (Ene-Mar)",59,18,53,17
1652,"1 (Ene-Mar)",57,25,59,17
754,"1 (Ene-Mar)",63,18,56,19
1547,"4 (Oct-Dic)",80,21,59,30
509,"1 (Ene-Mar)",81,21,55,20
1324,"1 (Ene-Mar)",58,18,61,21
1191,"1 (Ene-Mar)",58,23,52,20
255,"1 (Ene-Mar)",64,19,48,20
938,"2 (Abr-Jun)",140,32,45,30
875,"1 (Ene-Mar)",62,29,49,22
412,"1 (Ene-Mar)",47,17,61,21
1165,"3 (Jul-Sep)",65,19,51,19
1402,"1 (Ene-Mar)",119,31,64,32
42,"1 (Ene-Mar)",65,23,49,20
2240,"1 (Ene-Mar)",74,27,65,25
2819,"1 (Ene-Mar)",74,16,56,23
681,"1 (Ene-Mar)",90,29,64,29
909,"1 (Ene-Mar)",41,14,55,18
796,"1 (Ene-Mar)",70,20,55,21
1128,"2 (Abr-Jun)",75,21,62,24
2536,"1 (Ene-Mar)",78,26,67,25
758,"1 (Ene-Mar)",66,21,49,20
3484,"1 (Ene-Mar)",69,23,56,20
3491,"1 (Ene-Mar)",79,21,55,23
1669,"1 (Ene-Mar)",52,19,54,23
3186,"1 (Ene-Mar)",46,27,41,20
336,"1 (Ene-Mar)",67,16,53,18
874,"1 (Ene-Mar)",71,28,50,24
2529,"1 (Ene-Mar)",73,30,69,23
328,"1 (Ene-Mar)",67,21,60,19
878,"1 (Ene-Mar)",66,31,57,26
1709,"1 (Ene-Mar)",73,18,59,19
617,"1 (Ene-Mar)",42,16,50,20
1665,"1 (Ene-Mar)",55,17,39,24
37,"1 (Ene-Mar)",36,13,39,14
1938,"1 (Ene-Mar)",96,24,66,27
1076,"1 (Ene-Mar)",139,33,65,35
2220,"1 (Ene-Mar)",65,21,57,20
333,"1 (Ene-Mar)",67,14,53,20
164,"1 (Ene-Mar)",80,21,54,22
52,"1 (Ene-Mar)",42,19,50,20
1262,"1 (Ene-Mar)",67,19,54,23
748,"1 (Ene-Mar)",48,17,54,20
1053,"1 (Ene-Mar)",59,14,44,17
614,"4 (Oct-Dic)",47,17,50,19
3089,"1 (Ene-Mar)",95,33,76,33
2452,"1 (Ene-Mar)",68,26,55,22
1166,"1 (Ene-Mar)",67,20,51,16
533,"4 (Oct-Dic)",94,25,58,35
3487,"1 (Ene-Mar)",107,25,60,24
2289,"1 (Ene-Mar)",36,14,40,15
1925,"1 (Ene-Mar)",57,18,47,17
739,"1 (Ene-Mar)",43,14,53,24
2330,"1 (Ene-Mar)",74,18,52,29
1604,"1 (Ene-Mar)",81,20,64,22
1708,"1 (Ene-Mar)",78,18,57,20
759,"1 (Ene-Mar)",35,12,46,19
3382,"1 (Ene-Mar)",59,19,50,16
243,"1 (Ene-Mar)",63,21,48,20
1231,"1 (Ene-Mar)",62,16,58,23
1398,"1 (Ene-Mar)",79,24,53,20
531,"1 (Ene-Mar)",71,19,47,17
1200,"1 (Ene-Mar)",87,28,61,30
937,"1 (Ene-Mar)",137,32,44,30
338,"1 (Ene-Mar)",64,15,50,19
2200,"1 (Ene-Mar)",82,30,46,25
1710,"1 (Ene-Mar)",57,18,64,23
2389,"1 (Ene-Mar)",96,31,76,31
741,"1 (Ene-Mar)",66,20,60,21
1829,"1 (Ene-Mar)",37,11,51,13
1828,"1 (Ene-Mar)",37,15,50,12
1232,"1 (Ene-Mar)",63,19,59,21
966,"1 (Ene-Mar)",82,19,49,22
163,"1 (Ene-Mar)",36,18,54,14
908,"1 (Ene-Mar)",41,16,59,16
987,"1 (Ene-Mar)",70,24,53,23
335,"1 (Ene-Mar)",80,18,56,21
2103,"1 (Ene-Mar)",75,25,62,22
2214,"1 (Ene-Mar)",65,19,45,18
343,"1 (Ene-Mar)",84,15,59,20
1399,"1 (Ene-Mar)",92,25,61,27
162,"1 (Ene-Mar)",41,15,55,18
1691,"1 (Ene-Mar)",60,18,69,24
166,"1 (Ene-Mar)",87,22,54,26
410,"1 (Ene-Mar)",50,18,59,22
2100,"1 (Ene-Mar)",70,26,62,17
2451,"1 (Ene-Mar)",71,21,54,21
20,"1 (Ene-Mar)",34,15,39,17
2201,"1 (Ene-Mar)",93,27,59,27
2449,"1 (Ene-Mar)",74,25,51,18
1939,"1 (Ene-Mar)",107,27,64,27
2443,"1 (Ene-Mar)",82,19,44,20
36,"1 (Ene-Mar)",69,22,52,24
1936,"1 (Ene-Mar)",84,19,56,24
2247,"1 (Ene-Mar)",69,17,59,20
843,"1 (Ene-Mar)",105,28,58,25
326,"1 (Ene-Mar)",68,20,63,18
607,"1 (Ene-Mar)",52,21,42,17
2109,"1 (Ene-Mar)",89,34,63,30
2102,"1 (Ene-Mar)",70,24,59,18
1656,"1 (Ene-Mar)",69,25,54,18
325,"1 (Ene-Mar)",42,11,59,15
1967,"1 (Ene-Mar)",62,13,52,19
851,"1 (Ene-Mar)",108,35,60,28
1670,"1 (Ene-Mar)",51,21,38,24
364,"1 (Ene-Mar)",56,22,57,22
2586,"1 (Ene-Mar)",86,26,52,24
2854,"2 (Abr-Jun)",119,28,60,28
2860,"2 (Abr-Jun)",118,30,61,27
2847,"2 (Abr-Jun)",115,27,69,30
2852,"3 (Jul-Sep)",85,21,37,21
2135,"1 (Ene-Mar)",45,12,50,17
2218,"1 (Ene-Mar)",74,27,59,22
1417,"1 (Ene-Mar)",59,20,56,20
634,"1 (Ene-Mar)",69,19,52,22
2862,"3 (Jul-Sep)",107,20,60,27
751,"1 (Ene-Mar)",63,22,53,19
2875,"3 (Jul-Sep)",110,27,58,28
2334,"1 (Ene-Mar)",35,14,45,19
2333,"1 (Ene-Mar)",48,17,51,18
2239,"1 (Ene-Mar)",85,26,67,11
2387,"1 (Ene-Mar)",106,33,75,30
154,"4 (Oct-Dic)",74,20,48,25
2456,"1 (Ene-Mar)",74,25,51,18
1074,"1 (Ene-Mar)",146,33,72,31
886,"1 (Ene-Mar)",85,31,63,33
1940,"1 (Ene-Mar)",49,10,47,20
3189,"4 (Oct-Dic)",70,27,42,21
2120,"4 (Oct-Dic)",77,24,51,22
2285,"1 (Ene-Mar)",81,23,55,25
3279,"3 (Jul-Sep)",109,23,59,27
2097,"3 (Jul-Sep)",61,21,55,18
3010,"4 (Oct-Dic)",58,14,50,17
2604,"3 (Jul-Sep)",136,35,54,34
3075,"3 (Jul-Sep)",112,35,78,35
3492,"2 (Abr-Jun)",80,25,59,21
2145,"4 (Oct-Dic)",86,26,55,21
479,"3 (Jul-Sep)",144,35,63,29
492,"1 (Ene-Mar)",106,25,54,24
3435,"4 (Oct-Dic)",74,19,60,20
2565,"3 (Jul-Sep)",86,26,55,25
3140,"3 (Jul-Sep)",108,35,64,29
2400,"2 (Abr-Jun)",130,35,75,34
3475,"2 (Abr-Jun)",146,36,51,27
2886,"4 (Oct-Dic)",102,31,65,26
698,"1 (Ene-Mar)",138,32,75,34
404,"2 (Abr-Jun)",78,23,55,23
1157,"2 (Abr-Jun)",70,24,56,27
418,"4 (Oct-Dic)",63,26,49,24
